Home Score,Category,Away Score
14,Field Goals Attempted,18
8,Field Goals Made,10
57.1%,Field Goals %,55.6%
9,2-Point Field G. Attempted,11
6,2-Point Field Goals Made,6
66.7%,2-Point Field Goals %,54.5%
5,3-Point Field G. Attempted,7
2,3-Point Field Goals Made,4
40%,3-Point Field Goals %,57.1%
3,Free Throws Attempted,4
2,Free Throws Made,2
66.7%,Free Throws %,50%
3,Offensive Rebounds,2
7,Defensive Rebounds,4
10,Total Rebounds,6
4,Assists,5
0,Blocks,0
6,Turnovers,3
2,Steals,4
5,Personal Fouls,5
