Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Miller-McIntyre C.,BAS,23,3,12,30:17,8,15,4,9,4,6,3,5,-3,1,2,2,4,3,-,1,-
Costello M.,BAS,19,3,1,26:06,8,16,5,7,3,9,-,1,-7,1,2,1,-,-,-,-,-
Musa D.,REA,19,4,1,19:51,8,11,5,7,3,4,-,1,11,-,4,3,-,1,1,-,-
Poirier V.,REA,18,3,1,20:46,7,8,7,8,-,-,4,5,-2,2,1,2,-,-,4,-,-
Marinkovic V.,BAS,17,2,-,29:16,6,12,1,2,5,10,-,-,-8,-,2,4,1,1,-,-,-
Fernandez R.,REA,14,5,1,18:44,4,4,-,-,4,4,2,2,-3,-,5,2,-,1,-,-,-
Hezonja M.,REA,12,4,-,18:52,5,8,5,6,-,2,2,2,9,-,4,4,-,-,-,-,-
Sedekerskis T.,BAS,11,8,1,31:44,4,11,2,6,2,5,1,1,-3,4,4,1,-,-,-,-,-
Abalde A.,REA,10,4,4,22:33,4,6,2,3,2,3,-,-,-5,-,4,2,-,2,-,-,-
Campazzo F.,REA,10,5,6,23:36,2,6,1,3,1,3,5,6,5,2,3,1,1,4,-,-,-
Kotsar M.,BAS,9,7,1,14:26,3,6,3,6,-,-,3,5,4,6,1,4,1,-,-,2,-
Raieste S.,BAS,9,1,-,22:29,4,10,4,7,-,3,1,1,-1,1,-,3,-,1,-,1,-
Tavares E.,REA,9,2,-,19:14,3,3,3,3,-,-,3,4,8,1,1,-,-,-,-,-,-
Yabusele G.,REA,8,2,-,22:05,4,5,4,5,-,-,-,-,-6,-,2,1,2,2,1,-,-
Llull S.,REA,6,2,4,17:55,2,5,-,1,2,4,-,-,12,-,2,-,-,-,-,-,-
Rogkavopoulos N.,BAS,6,4,2,26:41,3,10,3,5,-,5,-,-,2,3,1,4,-,-,-,2,-
Chiozza C.,BAS,3,1,2,11:17,1,2,-,-,1,2,-,-,-8,1,-,3,-,1,-,-,-
Diez D.,BAS,3,-,-,07:44,1,1,-,-,1,1,-,-,-6,-,-,-,-,-,-,-,-
Rodriguez S.,REA,-,-,6,16:24,-,3,-,-,-,3,-,-,1,-,-,3,-,1,-,-,-
