Home Score,Category,Away Score
19,Field Goals Attempted,12
4,Field Goals Made,5
21.1%,Field Goals %,41.7%
9,2-Point Field G. Attempted,4
2,2-Point Field Goals Made,3
22.2%,2-Point Field Goals %,75%
10,3-Point Field G. Attempted,8
2,3-Point Field Goals Made,2
20%,3-Point Field Goals %,25%
5,Free Throws Attempted,7
5,Free Throws Made,6
100%,Free Throws %,85.7%
1,Offensive Rebounds,2
7,Defensive Rebounds,14
8,Total Rebounds,16
2,Assists,3
0,Blocks,2
1,Turnovers,5
4,Steals,1
4,Personal Fouls,4
