Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Shurna J.,GRC,19,7,5,28:05,-,-,5,7,3,8,-,-,2,15,8,-,2,1,1,3,-
Brussino N.,GRC,14,2,1,35:27,-,-,1,2,3,7,3,3,3,9,4,1,1,3,1,3,-
Tavares E.,REA,13,8,6,27:37,-,-,6,8,-,-,1,2,1,8,6,-,2,1,2,-,-
Happ E.,GRC,12,4,3,21:44,-,-,5,8,-,-,2,4,3,8,5,1,1,2,-,2,-
Musa D.,REA,12,6,5,20:49,-,-,1,4,2,4,4,4,3,8,3,-,1,1,2,-,-
Llull S.,REA,11,1,1,19:49,-,-,2,3,1,5,4,5,2,8,3,-,-,2,-,2,-
Campazzo F.,REA,10,4,4,25:33,-,-,1,2,2,5,2,2,1,7,3,-,-,5,1,-,-
Albicy A.,GRC,8,-,-,25:44,-,-,-,1,2,6,2,2,1,7,2,1,-,2,-,-,-
Hezonja M.,REA,8,7,6,24:08,-,-,2,7,1,4,1,2,2,11,3,-,1,1,1,-,-
Salvo M.,GRC,7,8,7,17:23,-,-,2,3,1,2,-,-,2,5,3,1,1,-,1,2,-
Abalde A.,REA,6,-,-,16:59,-,-,-,1,2,3,-,-,2,4,2,-,-,3,1,-,-
Bassas F.,GRC,5,-,-,14:16,-,-,1,1,1,2,-,-,2,3,2,-,-,4,2,-,-
Poirier V.,REA,4,5,3,12:19,-,-,2,4,-,-,-,-,2,4,2,1,2,1,2,-,-
Yabusele G.,REA,4,1,1,18:00,-,-,-,-,-,-,4,4,-,-,-,-,-,1,-,-,-
Fernandez R.,REA,3,3,2,20:15,-,-,-,-,1,5,-,-,1,5,1,1,1,1,-,-,-
Kljajic J.,GRC,3,-,-,12:35,-,-,-,3,1,1,-,-,1,4,1,2,-,-,-,-,-
Slaughter A. J.,GRC,3,1,1,14:35,-,-,1,4,-,4,1,2,1,8,1,1,-,2,1,-,-
Rodriguez S.,REA,2,2,1,14:18,-,-,-,-,-,1,2,2,1,1,-,-,1,2,3,-,-
Lammers B.,GRC,-,3,3,18:16,-,-,-,2,-,-,-,-,1,2,-,-,-,1,-,-,-
Ndiaye E. J.,REA,-,-,-,00:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pelos P.,GRC,-,1,1,11:55,-,-,-,2,-,1,-,-,2,3,-,-,-,-,1,-,-
