Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Campazzo F.,REA,20,1,10,27:15,-,-,3,4,2,3,8,8,24,-,1,2,2,2,-,-,-
Tavares E.,REA,18,15,-,32:21,-,-,8,9,-,-,2,2,28,2,13,3,-,2,2,-,-
Yabusele G.,REA,16,5,-,24:03,-,-,3,4,3,6,1,1,4,2,3,3,-,2,2,-,-
Llull S.,REA,14,2,2,14:48,-,-,1,2,4,6,-,-,7,-,2,2,-,-,-,-,-
Laprovittola N.,BAR,13,1,3,16:55,-,-,5,6,-,3,3,4,9,-,1,1,-,1,-,-,-
Hernangomez W.,BAR,12,2,-,19:14,-,-,4,6,1,1,1,4,-6,-,2,1,2,1,-,-,-
Parker J.,BAR,11,4,-,19:14,-,-,5,11,-,3,1,1,-31,2,2,3,1,1,-,-,-
Da Silva O.,BAR,10,7,-,20:46,-,-,5,7,-,-,-,-,12,2,5,1,1,-,-,-,-
Hezonja M.,REA,10,5,1,26:06,-,-,4,7,-,1,2,2,16,-,5,-,1,1,-,-,-
Musa D.,REA,10,1,1,17:09,-,-,3,6,1,3,1,1,13,-,1,1,-,2,-,-,-
Abrines A.,BAR,8,3,-,23:01,-,-,2,3,-,6,4,4,-27,1,2,3,-,1,-,-,-
Rubio R.,BAR,8,4,10,26:18,-,-,2,3,-,1,4,4,3,1,3,3,1,2,-,-,-
Satoransky T.,BAR,5,3,2,23:56,-,-,1,2,1,3,-,-,-36,1,2,3,-,2,-,-,-
Vesely J.,BAR,4,1,1,20:46,-,-,2,7,-,1,-,-,-13,1,-,3,1,-,-,-,-
Abalde A.,REA,3,-,1,18:55,-,-,-,2,1,3,-,-,-2,-,-,-,1,-,-,-,-
Brizuela D.,BAR,3,1,1,8:33,-,-,-,1,1,3,-,-,-1,-,1,1,1,-,-,-,-
Parra J.,BAR,3,2,-,8:47,-,-,-,-,1,1,-,-,3,2,-,1,-,-,-,-,-
Causeur F.,REA,2,2,3,11:23,-,-,1,3,-,1,-,-,19,1,1,2,-,-,-,-,-
Poirier V.,REA,2,1,-,7:39,-,-,-,-,-,-,2,2,-9,-,1,4,-,-,-,-,-
Rodriguez S.,REA,2,-,3,12:33,-,-,1,3,-,2,-,-,-5,-,-,2,1,2,-,-,-
Kalinic N.,BAR,1,1,1,8:35,-,-,-,-,-,-,1,2,3,-,1,-,2,1,-,-,-
Fernandez R.,REA,-,-,-,7:48,-,-,-,-,-,-,-,-,-2,-,-,2,1,-,-,-,-
Jokubaitis R.,BAR,-,-,-,3:55,-,-,-,-,-,-,-,-,-11,-,-,-,-,1,-,-,-
