g_3_d8XVWKKD,64-58
g_3_d8XVWKKD,64-60
g_3_d8XVWKKD,64-62
g_3_d8XVWKKD,66-62
g_3_d8XVWKKD,66-65
g_3_d8XVWKKD,69-65
g_3_d8XVWKKD,69-68
g_3_d8XVWKKD,69-69
g_3_d8XVWKKD,70-69
g_3_d8XVWKKD,70-70
g_3_d8XVWKKD,70-71
g_3_d8XVWKKD,70-73
g_3_d8XVWKKD,70-75
g_3_d8XVWKKD,71-75
g_3_d8XVWKKD,71-77
g_3_d8XVWKKD,71-78
g_3_d8XVWKKD,73-78
g_3_d8XVWKKD,73-80
g_3_d8XVWKKD,75-80
g_3_d8XVWKKD,75-83
g_3_d8XVWKKD,78-83
g_3_d8XVWKKD,78-84
g_3_d8XVWKKD,78-85
g_3_d8XVWKKD,78-86
