Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Parra J.,BAR,22,2,1,31:57,8,12,2,2,6,10,-,-,-13,-,2,1,1,-,1,-,-
Harding J.,MOR,20,2,2,27:07,9,17,7,13,2,4,-,-,-1,-,2,1,1,2,-,-,-
Hernangomez W.,BAR,15,8,1,21:23,6,11,6,11,-,-,3,7,-8,3,5,1,-,1,-,2,-
Okoye S.,MOR,15,-,3,26:59,7,9,6,6,1,3,-,-,17,-,-,1,1,-,-,-,-
Andric M.,MOR,14,1,1,19:12,5,5,1,1,4,4,-,-,16,-,1,3,-,1,-,-,-
Montero J.,MOR,14,2,6,19:42,5,10,3,6,2,4,2,2,3,-,2,4,2,3,-,1,-
Brizuela D.,BAR,13,2,4,24:42,4,10,1,2,3,8,2,2,-15,-,2,3,-,3,-,-,-
Luz R.,MOR,11,4,8,22:17,3,8,3,7,-,1,5,5,14,2,2,4,3,-,-,-,-
Borg T.,MOR,10,1,2,18:26,3,7,-,3,3,4,1,2,16,-,1,3,2,1,-,-,-
Da Silva O.,BAR,10,2,1,29:29,4,5,3,3,1,2,1,4,-14,1,1,1,-,-,1,-,-
Jokubaitis R.,BAR,9,1,2,18:54,3,5,3,4,-,1,3,3,-9,-,1,1,-,2,-,-,-
dos Anjos F.,MOR,8,4,-,18:21,4,5,4,5,-,-,-,-,1,1,3,1,-,-,1,-,-
Maric M.,MOR,8,8,-,18:24,3,6,3,6,-,-,2,2,22,1,7,4,1,-,-,2,-
Perez T.,MOR,8,2,-,19:22,4,5,4,4,-,1,-,-,-,-,2,1,-,-,1,-,-
Laprovittola N.,BAR,7,-,5,12:54,1,3,-,1,1,2,4,6,-2,-,-,2,-,1,-,-,-
Parker J.,BAR,4,-,1,09:07,2,5,2,4,-,1,-,-,-,-,-,2,-,2,-,-,-
Abrines A.,BAR,3,2,-,06:01,1,1,-,-,1,1,-,-,-3,1,1,1,-,-,-,-,-
Satoransky T.,BAR,3,3,3,15:24,1,2,-,1,1,1,-,-,-2,1,2,1,-,1,-,-,-
Kalinic N.,BAR,2,3,2,11:55,-,4,-,-,-,4,2,2,-7,-,3,-,-,4,-,-,-
Nnaji J.,BAR,2,1,-,08:57,1,1,1,1,-,-,-,-,1,-,1,3,-,2,1,-,-
Pauli O.,BAR,2,2,1,09:17,1,1,1,1,-,-,-,-,-8,1,1,-,-,-,-,-,-
Llovet N.,MOR,-,1,-,03:15,-,-,-,-,-,-,-,-,-7,-,1,1,-,-,-,-,-
Madsen A.,MOR,-,1,1,06:55,-,-,-,-,-,-,-,-,-1,-,1,1,-,-,-,-,-
