Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Shermadini G.,TEN,25,5,4,25:53,9,10,9,10,-,-,7,7,17,2,3,-,4,1,-,-,-
Guy K.,TEN,15,1,3,19:09,5,10,4,7,1,3,4,5,3,-,1,2,-,-,-,1,-
Killeya-Jones S.,BIL,15,4,1,18:37,6,9,3,5,3,4,-,-,-1,2,2,2,-,2,2,-,-
Salin S.,TEN,12,2,3,21:53,4,9,-,1,4,8,-,-,24,-,2,2,1,-,-,-,-
Smith A.,BIL,12,2,3,24:54,5,9,4,5,1,4,1,2,-12,-,2,1,1,2,-,1,-
Hlinason T.,BIL,11,5,2,19:48,4,5,4,5,-,-,3,4,-15,3,2,2,-,2,-,-,-
Doornekamp A.,TEN,9,1,2,16:59,3,4,-,-,3,4,-,-,13,-,1,-,1,1,-,-,-
Pantzar M. J.,BIL,9,4,3,21:54,4,7,4,6,-,1,1,2,-8,1,3,3,-,1,-,-,-
Sastre J.,TEN,9,3,1,25:01,4,4,3,3,1,1,-,-,11,-,3,2,1,-,1,-,-
Hornsby K.,BIL,8,2,-,21:27,3,6,1,2,2,4,-,-,-13,2,-,2,1,2,-,1,-
Huertas M.,TEN,8,1,10,23:51,2,8,2,7,-,1,4,4,16,-,1,1,1,-,-,-,-
Diop I.,TEN,6,-,-,04:23,2,2,1,1,1,1,1,2,-3,-,-,1,-,-,-,-,-
Kullamae K.,BIL,6,2,1,14:44,2,7,-,3,2,4,-,-,-5,1,1,2,-,2,-,-,-
Rabaseda X.,BIL,6,2,-,12:06,2,3,1,1,1,2,1,1,-3,-,2,1,-,-,-,-,-
Reyes A.,BIL,6,2,-,06:49,2,3,-,1,2,2,-,-,-1,-,2,1,-,-,-,-,-
Abromaitis T.,TEN,5,1,-,14:16,2,3,1,2,1,1,-,-,-9,-,1,1,1,-,-,-,-
De Ridder T.,BIL,5,1,3,21:06,2,3,1,1,1,2,-,-,-2,-,1,3,-,-,-,-,-
Vicedo E.,TEN,5,1,1,08:45,1,1,-,-,1,1,2,2,13,-,1,-,-,-,1,-,-
Guerra F.,TEN,4,-,2,09:44,1,2,1,2,-,-,2,4,3,-,-,3,-,-,-,-,-
Renfroe A.,BIL,4,1,6,18:06,1,4,1,3,-,1,2,2,-9,-,1,2,-,2,-,-,-
Andersson D.,BIL,2,1,1,19:16,1,2,1,1,-,1,-,-,-15,-,1,1,-,1,-,-,-
Fitipaldo B.,TEN,2,2,2,17:52,-,3,-,3,-,-,2,2,-2,1,1,3,-,-,-,1,-
Cook E.,TEN,1,1,-,12:14,-,-,-,-,-,-,1,2,-1,1,-,1,1,-,-,-,-
Tsalmpouris G.,BIL,-,-,1,01:13,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-
