Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Frankamp C.,PAL,25,-,2,27:15,9,14,4,6,5,8,2,4,1,-,-,2,2,2,-,-,-
Yusta S.,ZAR,18,3,-,30:13,5,9,4,4,1,5,7,7,9,1,2,2,-,2,-,-,-
Benite V.,PAL,17,4,-,25:11,5,13,1,5,4,8,3,4,-5,2,2,4,1,1,-,2,-
Bell-Haynes T.,ZAR,16,3,7,25:49,6,9,6,8,-,1,4,4,8,1,2,3,1,5,-,-,-
Hands J.,PAL,15,6,6,27:50,5,14,2,6,3,8,2,2,3,-,6,-,3,1,1,1,-
Pasecniks A.,PAL,15,4,1,33:26,5,11,5,11,-,-,5,8,3,2,2,2,2,1,-,-,-
Watt M.,ZAR,15,9,1,20:42,6,10,6,10,-,-,3,4,2,3,6,5,-,1,1,-,-
McFadden T.,ZAR,14,-,1,18:01,4,6,1,1,3,5,3,3,12,-,-,1,-,-,-,-,-
Smith M.,ZAR,14,1,1,16:06,3,7,2,3,1,4,7,9,-6,-,1,1,-,2,-,-,-
Sulejmanovic E.,ZAR,13,8,-,26:16,6,8,6,7,-,1,1,1,-3,1,7,4,1,3,2,1,-
Kamba M.,PAL,10,7,4,27:02,4,4,2,2,2,2,-,-,-4,3,4,5,2,1,-,-,-
Pineiro I.,PAL,7,5,1,16:12,3,6,3,6,-,-,1,2,1,5,-,5,-,2,-,1,-
Delany F.,ZAR,5,2,1,14:34,2,2,1,1,1,1,-,-,11,-,2,1,2,1,-,-,-
Ortega C.,PAL,4,1,1,20:51,1,2,1,2,-,-,2,2,-8,-,1,2,-,-,-,-,-
Cuevas D.,ZAR,3,1,4,14:11,1,2,-,-,1,2,-,-,-1,1,-,1,-,4,-,-,-
Kravic D.,ZAR,3,5,5,18:28,1,3,1,3,-,-,1,2,4,1,4,2,-,-,1,-,-
Ubal A.,PAL,3,-,-,03:55,1,3,-,1,1,2,-,-,-14,-,-,2,-,1,-,-,-
Gonzalez M.,ZAR,2,1,-,15:40,1,2,1,1,-,1,-,-,-1,-,1,3,1,1,-,-,-
Haarms M.,PAL,-,1,-,03:29,-,-,-,-,-,-,-,-,-11,-,1,-,-,1,-,-,-
Van Der Vuurst K.,PAL,-,1,3,14:49,-,4,-,1,-,3,-,-,-1,-,1,2,1,2,-,-,-
