Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Howard M.,BAS,36,1,2,30:18,12,22,4,9,8,13,4,5,10,-,1,3,1,2,-,1,-
Jones C.,VAL,27,2,7,28:41,10,14,7,10,3,4,4,5,-,-,2,1,3,1,1,-,-
Ojeleye S.,VAL,25,7,1,32:18,8,14,5,8,3,6,6,9,19,3,4,-,2,-,-,1,-
Moneke C.,BAS,21,10,1,30:18,5,8,4,6,1,2,10,13,-8,2,8,-,2,2,-,1,-
Davies B.,VAL,15,5,1,20:07,4,9,3,8,1,1,6,8,17,2,3,4,2,2,1,1,-
Miller-McIntyre C.,BAS,15,2,10,35:00,5,9,5,7,-,2,5,5,2,1,1,2,-,6,-,-,-
Anderson J.,VAL,10,3,1,22:42,4,6,3,3,1,3,1,1,16,-,3,3,-,1,-,-,-
Inglis D.,VAL,10,5,2,20:08,5,9,5,9,-,-,-,-,6,3,2,1,1,1,-,-,-
Sedekerskis T.,BAS,7,4,1,17:15,3,4,2,3,1,1,-,-,-15,-,4,-,-,-,1,-,-
Claver V.,VAL,6,3,1,13:43,2,3,-,-,2,3,-,-,-6,1,2,2,1,-,1,-,-
Costello M.,BAS,5,2,2,21:31,2,6,1,2,1,4,-,-,-1,-,2,5,-,-,1,-,-
Kotsar M.,BAS,5,1,-,16:00,2,3,2,3,-,-,1,2,-13,-,1,1,-,2,-,-,-
Rogkavopoulos N.,BAS,5,1,-,14:20,2,3,1,1,1,2,-,-,-18,-,1,4,-,-,-,-,-
Theodore J.,BAS,5,-,-,05:23,2,2,2,2,-,-,1,2,-7,-,-,-,-,1,-,-,-
Jovic S.,VAL,4,2,4,15:06,2,2,2,2,-,-,-,2,6,-,2,4,-,-,-,-,-
Kaba A.,VAL,4,1,-,06:32,2,3,2,3,-,-,-,-,-4,-,1,-,-,-,-,-,-
Pradilla J.,VAL,4,2,-,08:07,2,5,2,3,-,2,-,-,2,1,1,2,-,-,-,-,-
Harper J.,VAL,3,1,-,08:06,1,7,-,2,1,5,-,-,-9,-,1,1,-,1,-,-,-
Diez D.,BAS,2,6,-,24:31,1,2,1,1,-,1,-,1,12,-,6,4,3,1,-,-,-
Puerto J.,VAL,2,-,-,06:15,-,1,-,-,-,1,2,2,-10,-,-,2,-,-,-,-,-
Lopez-Arostegui X.,VAL,1,1,2,18:15,-,3,-,2,-,1,1,2,13,-,1,2,2,-,-,-,-
Chiozza C.,BAS,-,-,-,01:39,-,-,-,-,-,-,-,-,-5,-,-,1,-,1,-,-,-
Raieste S.,BAS,-,-,1,03:45,-,1,-,-,-,1,-,-,-7,-,-,1,-,1,-,-,-
