date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
26.05.2006 20:15,Barcelona,https://static.flashscore.com/res/image/data/Sn90D8FG-AZCWGI9F.png,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,76,84,76,18,20,13,25,,84,17,16,23,28,
