Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Costello M.,BAS,24,6,1,31:10,10,14,7,10,3,4,1,2,-4,1,5,2,1,2,1,1,-
Carter T.,UNI,19,3,2,17:50,7,8,3,3,4,5,1,3,-2,2,1,2,2,-,-,-,-
Kravish D.,UNI,17,4,1,21:13,8,12,8,11,-,1,1,1,8,2,2,2,-,1,1,-,-
Osetkowski D.,UNI,16,6,-,20:42,6,12,5,7,1,5,3,3,-4,4,2,1,1,2,-,-,-
Sedekerskis T.,BAS,16,4,1,29:13,6,8,2,3,4,5,-,-,-,1,3,2,1,-,1,-,-
Howard M.,BAS,15,1,-,16:12,5,11,3,4,2,7,3,4,6,-,1,5,-,5,-,-,-
Marinkovic V.,BAS,15,1,3,24:51,4,9,2,5,2,4,5,5,-2,-,1,3,-,2,-,1,-
Ejim M.,UNI,13,5,2,22:06,6,10,5,7,1,3,-,-,9,3,2,1,2,-,-,1,-
Taylor K.,UNI,12,5,2,25:12,3,9,1,3,2,6,4,6,2,1,4,-,2,3,2,-,-
Djedovic N.,UNI,7,-,1,09:45,2,4,1,3,1,1,2,2,-3,-,-,2,1,2,-,-,-
Miller-McIntyre C.,BAS,7,1,8,22:41,3,7,2,4,1,3,-,-,-7,-,1,1,-,3,-,-,-
Raieste S.,BAS,6,2,-,13:49,2,3,-,-,2,3,-,-,-1,-,2,1,-,1,-,-,-
Perry K.,UNI,5,1,4,18:15,1,8,1,5,-,3,3,4,7,-,1,1,-,2,-,1,-
Diez D.,BAS,3,3,1,10:47,1,2,-,-,1,2,-,-,-4,-,3,-,1,-,-,-,-
Rogkavopoulos N.,BAS,3,6,1,25:04,1,3,-,1,1,2,-,-,-10,2,4,2,2,3,-,1,-
Chiozza C.,BAS,2,2,8,18:02,-,2,-,1,-,1,2,2,4,1,1,3,-,2,-,-,-
Diaz A.,UNI,2,3,4,21:45,-,3,-,-,-,3,2,2,-3,2,1,2,1,-,-,-,-
Kalinoski T.,UNI,2,2,-,13:14,1,3,1,2,-,1,-,1,12,1,1,3,1,2,-,-,-
Thomas W.,UNI,2,1,-,09:19,1,2,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-
Barreiro J.,UNI,-,5,1,13:59,-,4,-,-,-,4,-,-,-1,2,3,1,-,-,-,-,-
Kotsar M.,BAS,-,2,1,08:11,-,-,-,-,-,-,-,-,-2,1,1,1,1,1,-,-,-
Sima Y.,UNI,-,3,-,06:40,-,-,-,-,-,-,-,-,-5,-,3,2,-,-,-,-,-
