Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Ennis D.,MUR,18,5,2,23:33,6,13,2,6,4,7,2,3,-7,1,4,1,-,1,-,1,-
Musa D.,REA,18,4,4,25:21,7,10,5,7,2,3,2,3,22,-,4,1,1,-,-,-,-
Hezonja M.,REA,17,6,-,31:28,5,12,3,7,2,5,5,5,16,-,6,1,-,2,-,-,-
Campazzo F.,REA,13,7,6,30:15,4,9,3,7,1,2,4,4,18,-,7,2,4,3,-,1,-
Sleva D.,MUR,12,4,1,27:45,4,10,1,2,3,8,1,2,-16,3,1,2,2,2,1,-,-
Radebaugh J.,MUR,10,3,-,20:29,3,9,1,5,2,4,2,2,-9,1,2,4,-,2,-,1,-
Sant-Roos H.,MUR,10,5,3,18:56,3,6,1,3,2,3,2,2,-6,1,4,1,2,1,-,1,-
Llull S.,REA,9,-,1,09:46,2,5,1,2,1,3,4,4,-2,-,-,1,1,-,-,-,-
Abalde A.,REA,8,3,-,12:50,3,4,1,1,2,3,-,-,-6,-,3,2,-,1,-,-,-
Kurucs R.,MUR,8,3,2,23:50,4,12,4,8,-,4,-,2,-7,2,1,3,2,-,-,1,-
Poirier V.,REA,7,5,1,17:26,2,4,2,4,-,-,3,4,-5,1,4,-,1,1,3,-,-
Radovic N.,MUR,5,-,1,10:07,2,6,2,6,-,-,1,1,7,-,-,1,-,1,-,1,-
Causeur F.,REA,4,1,1,13:48,2,4,2,3,-,1,-,-,3,-,1,1,-,1,-,-,-
Morin Y.,MUR,4,2,-,12:01,2,2,2,2,-,-,-,-,-2,1,1,5,-,1,-,-,-
Yabusele G.,REA,4,5,1,23:18,2,3,2,3,-,-,-,-,4,3,2,1,-,2,-,-,-
Caupain T.,MUR,2,4,2,24:44,-,7,-,4,-,3,2,4,-10,-,4,1,-,-,-,-,-
Diagne M.,MUR,2,3,1,23:19,1,5,1,5,-,-,-,-,-4,1,2,5,1,-,-,1,-
Hakanson L.,MUR,2,-,3,15:16,1,3,1,1,-,2,-,-,-1,-,-,2,1,1,-,-,-
Rodriguez S.,REA,2,-,1,09:45,1,2,1,1,-,1,-,-,-7,-,-,2,-,2,-,-,-
Tavares E.,REA,2,6,-,21:18,1,2,1,2,-,-,-,-,12,1,5,3,-,2,3,-,-
Fernandez R.,REA,-,-,-,04:45,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
