date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
04.06.2024 18:30,Monaco,https://static.flashscore.com/res/image/data/hbUp8LxS-f91ulBjI.png,Paris,https://static.flashscore.com/res/image/data/tpKyyPdM-4SxCtSdp.png,90,80,90,23,23,27,17,,80,18,12,23,27,
