Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Carter T.,UNI,20,-,8,21:37,9,12,8,9,1,3,1,2,19,-,-,2,3,1,-,-,-
Djedovic N.,UNI,13,2,1,18:34,5,7,3,4,2,3,1,2,27,1,1,2,1,-,-,-,-
Ennis D.,MUR,11,3,4,27:03,4,6,4,4,-,2,3,3,-15,-,3,1,-,4,-,-,-
Caupain T.,MUR,10,-,1,14:09,2,6,-,1,2,5,4,4,-4,-,-,3,2,2,-,1,-
Perry K.,UNI,10,3,5,16:12,3,7,3,5,-,2,4,5,12,1,2,2,2,2,-,1,-
Radovic N.,MUR,10,5,-,20:29,4,7,2,4,2,3,-,-,-2,-,5,4,-,4,-,-,-
Thomas W.,UNI,10,-,-,18:00,4,6,3,4,1,2,1,1,-2,-,-,1,1,1,-,-,-
Hakanson L.,MUR,9,2,3,19:05,3,6,2,3,1,3,2,2,-7,-,2,3,-,1,1,-,-
Radebaugh J.,MUR,9,2,-,18:33,3,5,2,3,1,2,2,2,-15,-,2,3,1,1,-,1,-
Diaz A.,UNI,8,10,1,21:24,3,10,2,6,1,4,1,1,8,7,3,1,7,1,-,-,-
Kravish D.,UNI,8,6,-,21:55,4,7,4,5,-,2,-,-,5,1,5,2,1,2,-,1,-
Taylor K.,UNI,8,4,3,17:47,3,8,3,6,-,2,2,3,1,2,2,1,1,2,1,-,-
Ejim M.,UNI,7,2,1,08:24,2,4,1,3,1,1,2,2,13,-,2,1,-,-,-,-,-
Todorovic M.,MUR,7,3,2,18:59,3,7,3,6,-,1,1,4,-4,1,2,1,-,1,1,-,-
Kalinoski T.,UNI,5,1,1,19:12,2,7,2,3,-,4,1,1,14,-,1,1,1,-,-,-,-
Barreiro J.,UNI,4,1,-,03:47,-,2,-,-,-,2,4,6,-6,1,-,-,-,-,-,-,-
Sant-Roos H.,MUR,4,-,2,13:23,2,4,2,2,-,2,-,-,-23,-,-,-,-,1,-,-,-
Sleva D.,MUR,4,1,1,19:02,2,5,2,3,-,2,-,-,-23,-,1,4,-,1,-,-,-
Kurucs A.,MUR,3,3,-,12:22,1,2,-,-,1,2,-,2,2,-,3,2,-,4,-,-,-
Lima A.,UNI,3,4,2,12:31,1,2,1,2,-,-,1,2,18,-,4,4,-,-,-,-,-
Birgander S.,MUR,2,3,1,12:20,1,2,1,2,-,-,-,-,-7,-,3,-,-,2,-,-,-
Jelinek D.,MUR,2,-,2,13:58,1,4,1,2,-,2,-,-,-13,-,-,1,-,2,-,-,-
Diagne M.,MUR,-,2,1,08:12,-,-,-,-,-,-,-,-,-14,1,1,-,-,-,-,-,-
Osetkowski D.,UNI,-,1,1,18:12,-,3,-,2,-,1,-,-,16,-,1,2,1,2,1,-,-
