Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Laprovittola N.,BAR,25,1,5,28:04,9,14,5,7,4,7,3,3,12,-,1,3,1,3,-,1,-
Deck G.,REA,14,13,2,27:49,6,8,5,7,1,1,1,1,-1,3,10,2,1,3,-,2,-
Musa D.,REA,14,2,3,22:53,5,11,3,6,2,5,2,3,3,-,2,1,-,1,-,-,-
Llull S.,REA,11,-,1,16:49,4,9,1,4,3,5,-,-,-5,-,-,-,-,-,1,-,-
Rubio R.,BAR,11,2,4,20:00,3,10,2,5,1,5,4,4,21,1,1,1,4,-,-,-,-
Vesely J.,BAR,11,8,2,23:39,4,9,4,9,-,-,3,4,5,4,4,4,-,2,-,1,-
Hernangomez W.,BAR,10,6,1,16:21,4,9,4,8,-,1,2,4,1,1,5,1,-,-,2,-,-
Yabusele G.,REA,10,1,-,23:28,3,6,2,3,1,3,3,4,-,1,-,1,-,-,-,-,-
Abrines A.,BAR,9,4,1,17:20,3,4,1,1,2,3,1,1,-6,1,3,2,-,-,-,-,-
Hezonja M.,REA,9,2,2,24:58,3,15,2,8,1,7,2,2,-5,-,2,1,-,-,-,-,-
Parker J.,BAR,9,3,-,23:14,4,7,3,5,1,2,-,2,-6,-,3,1,3,-,-,-,-
Campazzo F.,REA,8,3,6,31:13,2,8,-,3,2,5,2,2,8,-,3,3,3,2,-,1,-
Tavares E.,REA,6,6,1,19:03,3,4,3,4,-,-,-,-,4,2,4,5,-,2,1,-,-
Da Silva O.,BAR,5,4,-,16:46,2,3,2,3,-,-,1,2,12,1,3,3,-,1,1,-,-
Poirier V.,REA,4,7,2,18:51,2,4,2,4,-,-,-,-,-9,5,2,5,-,1,-,-,-
Fernandez R.,REA,3,-,-,09:05,1,3,-,-,1,3,-,-,-12,-,-,1,-,2,-,-,-
Satoransky T.,BAR,3,5,5,20:00,1,5,-,2,1,3,-,-,-15,-,5,-,-,1,-,-,-
Jokubaitis R.,BAR,2,-,1,06:03,1,3,1,3,-,-,-,-,-6,-,-,1,-,-,-,-,-
Brizuela D.,BAR,-,1,-,05:53,-,2,-,-,-,2,-,-,-,-,1,1,-,-,-,-,-
Kalinic N.,BAR,-,2,4,22:40,-,3,-,1,-,2,-,-,12,-,2,4,-,2,-,-,-
Rodriguez S.,REA,-,1,3,05:51,-,2,-,2,-,-,-,-,-13,-,1,1,-,-,-,-,-
