Home Score,Category,Away Score
20,Field Goals Attempted,10
7,Field Goals Made,7
35%,Field Goals %,70%
10,2-Point Field G. Attempted,9
4,2-Point Field Goals Made,6
40%,2-Point Field Goals %,66.7%
10,3-Point Field G. Attempted,1
3,3-Point Field Goals Made,1
30%,3-Point Field Goals %,100%
3,Free Throws Attempted,11
1,Free Throws Made,9
33.3%,Free Throws %,81.8%
6,Offensive Rebounds,2
3,Defensive Rebounds,8
9,Total Rebounds,10
6,Assists,1
0,Blocks,0
4,Turnovers,5
3,Steals,3
9,Personal Fouls,2
