Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Ejim M.,UNI,22,4,1,17:42,8,9,4,5,4,4,2,2,26,-,4,2,1,1,-,-,-
Benite V.,PAL,19,3,2,24:58,6,13,1,2,5,11,2,2,-7,-,3,3,3,3,-,1,-
Pasecniks A.,PAL,17,4,2,21:40,7,13,7,13,-,-,3,4,-4,2,2,4,2,1,-,1,-
Perry K.,UNI,17,3,6,15:22,6,8,3,4,3,4,2,2,15,1,2,1,-,1,-,1,-
Pineiro I.,PAL,15,9,3,30:36,6,7,6,7,-,-,3,3,-11,2,7,1,-,2,-,-,-
Kalinoski T.,UNI,14,1,-,18:18,5,6,1,1,4,5,-,-,26,1,-,2,1,1,-,-,-
Diaz A.,UNI,8,7,8,21:20,2,5,-,1,2,4,2,2,5,1,6,-,-,2,-,-,-
Taylor K.,UNI,8,1,1,16:09,2,5,1,3,1,2,3,3,7,-,1,2,-,-,1,-,-
Djedovic N.,UNI,7,3,2,14:22,2,4,1,2,1,2,2,2,16,-,3,2,2,2,-,-,-
Osetkowski D.,UNI,6,4,-,16:38,2,7,1,3,1,4,1,2,12,1,3,1,-,-,1,1,-
Carter T.,UNI,5,1,4,17:23,2,6,1,3,1,3,-,-,8,-,1,-,1,2,-,1,-
Van Der Vuurst K.,PAL,5,-,8,22:56,2,9,1,5,1,4,-,-,-4,-,-,2,2,3,-,-,-
Frankamp C.,PAL,4,-,1,17:04,2,5,2,3,-,2,-,-,-20,-,-,-,-,-,1,-,-
Thomas W.,UNI,4,1,-,16:34,1,4,1,1,-,3,2,3,-4,1,-,-,-,1,-,-,-
Barrientos M.,PAL,3,-,-,02:32,1,1,-,-,1,1,-,-,6,-,-,-,-,-,-,-,-
Gonzalez C.,PAL,2,-,-,10:00,1,2,1,2,-,-,-,-,-6,-,-,3,-,1,1,-,-
Hands J.,PAL,2,4,1,18:50,1,4,1,2,-,2,-,-,-20,-,4,1,2,1,-,-,-
Ortega C.,PAL,2,4,1,18:23,-,1,-,1,-,-,2,2,-24,2,2,-,1,2,-,-,-
Sima Y.,UNI,2,4,2,15:20,1,1,1,1,-,-,-,-,12,2,2,3,1,-,-,-,-
Barreiro J.,UNI,-,4,1,17:06,-,2,-,-,-,2,-,-,-5,1,3,-,1,5,-,-,-
Haarms M.,PAL,-,1,1,08:20,-,1,-,1,-,-,-,-,-14,-,1,2,-,-,-,-,-
Kamba M.,PAL,-,2,2,19:51,-,5,-,1,-,4,-,-,-15,1,1,1,2,1,1,-,-
Lima A.,UNI,-,2,-,13:46,-,3,-,3,-,-,-,-,2,-,2,1,-,1,-,-,-
Ubal A.,PAL,-,1,-,04:50,-,2,-,1,-,1,-,-,-1,-,1,1,-,-,-,-,-
