g_3_29rlqz8i,0-2
g_3_29rlqz8i,0-3
g_3_29rlqz8i,2-3
g_3_29rlqz8i,5-3
g_3_29rlqz8i,7-3
g_3_29rlqz8i,7-5
g_3_29rlqz8i,7-7
g_3_29rlqz8i,9-7
g_3_29rlqz8i,11-7
g_3_29rlqz8i,14-7
g_3_29rlqz8i,16-7
g_3_29rlqz8i,16-8
g_3_29rlqz8i,16-9
g_3_29rlqz8i,19-9
g_3_29rlqz8i,19-11
g_3_29rlqz8i,19-12
g_3_29rlqz8i,19-14
g_3_29rlqz8i,19-15
g_3_29rlqz8i,21-15
g_3_29rlqz8i,21-17
g_3_29rlqz8i,24-17
g_3_29rlqz8i,24-19
g_3_29rlqz8i,26-19
g_3_29rlqz8i,26-20
g_3_29rlqz8i,26-23
g_3_29rlqz8i,28-23
g_3_29rlqz8i,28-25
g_3_29rlqz8i,28-26
g_3_29rlqz8i,28-27
g_3_29rlqz8i,28-28
