Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Scrubb T.,OBR,22,7,3,37:51,10,14,8,9,2,5,-,-,-4,3,4,3,-,-,-,-,-
Laprovittola N.,BAR,21,-,1,23:34,9,15,6,10,3,5,-,1,5,-,-,1,5,2,-,1,-
Vesely J.,BAR,18,7,-,27:07,6,9,6,9,-,-,6,8,2,5,2,5,-,3,2,-,-
Da Silva O.,BAR,14,6,1,22:41,6,10,6,9,-,1,2,4,-9,4,2,1,1,1,-,-,-
Howard J.,OBR,13,3,4,30:09,5,11,2,3,3,8,-,1,1,-,3,2,-,2,-,-,-
Timma J.,OBR,13,6,2,33:46,4,10,1,2,3,8,2,2,-4,1,5,3,1,3,-,-,-
Blazevic M.,OBR,12,6,2,15:54,4,4,4,4,-,-,4,6,-2,-,6,2,-,-,-,-,-
Pustovyi A.,OBR,10,5,1,22:14,4,6,4,6,-,-,2,4,-2,1,4,4,-,-,1,1,-
Dotson D.,OBR,8,4,4,25:16,3,7,2,3,1,4,1,2,5,-,4,3,-,1,-,-,-
Kalinic N.,BAR,7,1,5,21:39,2,4,1,2,1,2,2,2,-3,1,-,1,-,-,-,-,-
Satoransky T.,BAR,7,5,6,27:14,3,9,3,7,-,2,1,2,14,-,5,2,-,-,-,-,-
Abrines A.,BAR,6,5,1,20:16,2,6,-,-,2,6,-,-,9,-,5,-,-,-,-,-,-
Jokubaitis R.,BAR,4,-,1,07:50,2,3,2,2,-,1,-,-,-3,-,-,-,-,-,-,-,-
Mendoza R.,OBR,4,-,1,10:58,2,5,2,4,-,1,-,-,-3,-,-,2,-,3,-,-,-
Parra J.,BAR,4,3,-,16:57,2,6,2,3,-,3,-,-,12,-,3,3,-,-,-,-,-
Brizuela D.,BAR,3,1,1,08:14,1,4,-,3,1,1,-,-,1,1,-,2,-,-,-,-,-
Hernangomez W.,BAR,1,-,-,07:25,-,2,-,1,-,1,1,2,-3,-,-,2,-,-,-,-,-
Guerrero R.,OBR,-,-,1,01:30,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
Nnaji J.,BAR,-,1,-,02:49,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
Rubio R.,BAR,-,4,2,12:24,-,3,-,3,-,-,-,-,-11,-,4,1,1,1,-,-,-
Strelnieks J.,OBR,-,-,2,14:22,-,3,-,1,-,2,-,-,-8,-,-,2,-,1,-,1,-
Suarez A.,OBR,-,1,-,06:10,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-
