Home Score,Category,Away Score
16,Field Goals Attempted,14
10,Field Goals Made,7
62.5%,Field Goals %,50%
11,2-Point Field G. Attempted,9
5,2-Point Field Goals Made,5
45.5%,2-Point Field Goals %,55.6%
5,3-Point Field G. Attempted,5
5,3-Point Field Goals Made,2
100%,3-Point Field Goals %,40%
0,Free Throws Attempted,8
0,Free Throws Made,7
0%,Free Throws %,87.5%
1,Offensive Rebounds,0
7,Defensive Rebounds,3
8,Total Rebounds,3
7,Assists,7
1,Blocks,1
6,Turnovers,2
0,Steals,2
8,Personal Fouls,4
