Home Score,Category,Away Score
13,Field Goals Attempted,18
6,Field Goals Made,10
46.2%,Field Goals %,55.6%
6,2-Point Field G. Attempted,13
3,2-Point Field Goals Made,7
50%,2-Point Field Goals %,53.8%
7,3-Point Field G. Attempted,5
3,3-Point Field Goals Made,3
42.9%,3-Point Field Goals %,60%
8,Free Throws Attempted,0
6,Free Throws Made,0
75%,Free Throws %,0%
2,Offensive Rebounds,3
5,Defensive Rebounds,8
7,Total Rebounds,11
5,Assists,9
0,Blocks,0
1,Turnovers,1
0,Steals,1
2,Personal Fouls,7
