Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Marinkovic V.,BAS,29,9,5,35:28,10,17,5,8,5,9,4,5,21,-,9,2,-,1,-,-,-
Sleva D.,MUR,16,6,1,28:24,5,10,3,5,2,5,4,4,-5,-,6,2,3,1,-,-,-
Caupain T.,MUR,15,3,2,19:49,5,10,-,1,5,9,-,-,-10,-,3,1,1,2,-,-,-
Chiozza C.,BAS,15,3,7,27:33,6,10,3,5,3,5,-,-,15,-,3,2,1,3,-,-,-
Costello M.,BAS,13,7,5,26:24,6,8,5,6,1,2,-,-,29,3,4,-,1,2,2,-,-
Ennis D.,MUR,12,7,4,26:42,6,18,6,14,-,4,-,-,-21,3,4,2,-,1,-,3,-
Raieste S.,BAS,12,2,-,16:05,4,4,-,-,4,4,-,-,15,-,2,3,-,-,-,-,-
Rogkavopoulos N.,BAS,12,5,-,27:00,5,11,4,8,1,3,1,3,5,-,5,2,1,-,-,1,-
Hakanson L.,MUR,7,1,2,13:20,3,5,2,2,1,3,-,-,-3,-,1,2,1,1,-,-,-
Radebaugh J.,MUR,7,3,4,19:06,3,6,2,2,1,4,-,-,-4,1,2,4,2,1,-,-,-
Todorovic M.,MUR,7,-,-,10:31,3,6,2,5,1,1,-,-,-6,-,-,2,-,-,-,-,-
Radovic N.,MUR,6,1,-,18:07,3,6,3,5,-,1,-,-,-10,-,1,2,-,-,1,-,-
Kotsar M.,BAS,5,6,-,13:36,2,3,2,3,-,-,1,4,-14,3,3,1,-,-,-,1,-
Kurucs A.,MUR,5,-,-,15:17,1,4,-,-,1,4,2,3,5,-,-,2,-,-,-,-,-
Sedekerskis T.,BAS,5,4,3,30:01,1,5,1,4,-,1,3,5,20,1,3,-,-,1,1,-,-
Diagne M.,MUR,4,2,-,15:47,1,3,1,3,-,-,2,4,-16,2,-,1,-,-,-,-,-
Howard M.,BAS,3,-,-,00:55,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
Birgander S.,MUR,-,-,-,07:11,-,-,-,-,-,-,-,-,7,-,-,2,-,-,-,-,-
Diez D.,BAS,-,2,-,13:09,-,1,-,-,-,1,-,-,-9,-,2,2,-,-,-,-,-
Querejeta J.,BAS,-,-,-,00:51,-,1,-,-,-,1,-,-,-2,-,-,-,-,-,-,-,-
Sant-Roos H.,MUR,-,3,5,25:46,-,3,-,1,-,2,-,-,-12,1,2,2,-,-,1,-,-
Theodore J.,BAS,-,-,3,08:58,-,4,-,2,-,2,-,-,-5,-,-,1,-,-,-,-,-
