Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Iroegbu I.,BAS,22,1,2,28:39,8,17,5,8,3,9,3,3,14,-,1,4,2,5,1,1,-
Colom Q.,BAS,16,1,3,16:57,4,8,1,1,3,7,5,5,7,-,1,1,-,3,-,-,-
Badio B.,MAN,13,-,2,22:42,5,15,4,10,1,5,2,2,-7,-,-,-,-,2,-,-,-
Perez D.,MAN,13,2,3,20:32,5,9,3,6,2,3,1,4,-10,2,-,4,-,6,-,-,-
Taylor B.,MAN,13,1,1,15:59,6,10,5,6,1,4,-,-,11,1,-,1,1,-,-,-,-
Williams T.,MAN,11,3,2,21:21,3,8,2,5,1,3,4,5,3,1,2,3,3,2,1,2,-
Martinez S.,BAS,10,6,2,36:44,4,5,4,4,-,1,2,2,-1,1,5,1,2,1,-,-,-
Robinson D.,MAN,10,9,1,27:37,4,15,4,13,-,2,2,4,-6,2,7,1,2,2,-,-,-
Geben M.,MAN,9,5,-,11:29,3,6,2,3,1,3,2,2,-4,3,2,3,-,1,1,-,-
Mawugbe S.,MAN,8,6,-,13:56,2,3,2,3,-,-,4,4,1,3,3,3,-,-,1,1,-
Pons Y.,BAS,6,2,-,20:38,2,8,-,3,2,5,-,-,-15,-,2,3,-,-,1,-,-
Susinskas M.,BAS,6,4,2,11:24,2,2,-,-,2,2,-,-,9,2,2,1,3,-,-,-,-
Chery K.,BAS,5,-,-,14:05,2,8,2,3,-,5,1,2,1,-,-,2,1,1,-,1,-
Marcos J.,BAS,5,-,2,11:42,2,3,1,1,1,2,-,-,-6,-,-,2,-,-,-,-,-
Vila Martinez E.,BAS,5,3,-,10:59,1,3,-,1,1,2,2,2,2,1,2,2,1,1,-,-,-
Steinbergs M.,MAN,3,4,-,18:51,1,2,-,-,1,2,-,-,6,-,4,-,-,2,-,-,-
Birch K.,BAS,2,5,-,21:35,1,4,1,4,-,-,-,-,-5,3,2,3,-,-,-,1,-
Djordjevic S.,BAS,2,-,-,04:00,1,1,1,1,-,-,-,-,5,-,-,1,-,-,1,-,-
Fjellerup M.,BAS,2,1,2,08:52,1,3,1,3,-,-,-,-,-15,-,1,3,1,2,-,-,-
Oriola P.,MAN,2,3,1,08:05,1,1,1,1,-,-,-,-,3,2,1,2,-,-,-,-,-
Sagnia M.,MAN,2,3,-,16:16,-,1,-,1,-,-,2,4,5,2,1,1,-,-,-,-,-
Sorolla Menasanch J.,BAS,2,6,2,14:25,1,2,1,2,-,-,-,-,-1,1,5,-,-,1,-,-,-
Garcia D.,MAN,-,2,1,03:56,-,-,-,-,-,-,-,-,2,-,2,1,-,1,-,-,-
Vaulet J.,MAN,-,2,-,19:16,-,2,-,1,-,1,-,-,1,1,1,3,1,1,-,-,-
