date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
23.03.2024 18:00,Basquet Girona,https://static.flashscore.com/res/image/data/h4mAxXEa-j9n48rs9.png,Manresa,https://static.flashscore.com/res/image/data/2yFm4iZg-dpGSYHGi.png,83,84,83,25,21,14,23,,84,30,22,21,11,
