Home Score,Category,Away Score
16,Field Goals Attempted,22
8,Field Goals Made,12
50%,Field Goals %,54.5%
8,2-Point Field G. Attempted,14
3,2-Point Field Goals Made,7
37.5%,2-Point Field Goals %,50%
8,3-Point Field G. Attempted,8
5,3-Point Field Goals Made,5
62.5%,3-Point Field Goals %,62.5%
5,Free Throws Attempted,3
5,Free Throws Made,3
100%,Free Throws %,100%
2,Offensive Rebounds,5
5,Defensive Rebounds,6
7,Total Rebounds,11
2,Assists,6
1,Blocks,0
5,Turnovers,3
2,Steals,4
4,Personal Fouls,4
