Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Guy K.,TEN,21,1,4,26:41,8,17,6,8,2,9,3,4,-19,1,-,2,-,3,-,-,-
Ojeleye S.,VAL,17,6,-,26:02,7,11,6,6,1,5,2,2,23,2,4,-,-,-,-,-,-
Pradilla J.,VAL,15,1,1,13:31,6,8,6,8,-,-,3,3,15,1,-,-,1,-,-,-,-
Inglis D.,VAL,13,5,3,19:49,6,9,5,8,1,1,-,-,8,1,4,3,-,3,-,-,-
Harper J.,VAL,11,1,2,20:49,4,7,1,2,3,5,-,-,7,1,-,3,1,3,-,-,-
Huertas M.,TEN,10,2,9,22:41,3,6,3,5,-,1,4,4,-2,-,2,1,1,7,-,-,-
Davies B.,VAL,9,6,4,20:52,3,7,3,6,-,1,3,5,15,-,6,2,2,3,1,-,-
Lopez-Arostegui X.,VAL,9,4,2,26:58,4,7,3,5,1,2,-,1,17,-,4,2,3,-,-,-,-
Abromaitis T.,TEN,8,8,-,31:07,3,7,1,2,2,5,-,-,-18,-,8,2,2,1,-,-,-
Jones C.,VAL,8,4,7,16:00,3,6,3,5,-,1,2,3,18,-,4,-,2,2,-,1,-
Vicedo E.,TEN,8,2,-,22:21,3,5,1,1,2,4,-,-,-12,-,2,3,2,-,-,-,-
Shermadini G.,TEN,7,3,-,14:24,1,1,1,1,-,-,5,9,-7,-,3,-,1,1,-,-,-
Guerra F.,TEN,6,5,1,17:04,3,8,3,8,-,-,-,-,-8,-,5,1,1,1,-,2,-
Sastre J.,TEN,6,-,-,20:30,2,3,2,2,-,1,2,2,-8,-,-,1,2,-,-,-,-
Claver V.,VAL,5,4,2,17:22,2,4,1,2,1,2,-,-,7,2,2,1,2,-,1,-,-
Kaba A.,VAL,4,3,-,08:26,1,1,1,1,-,-,2,4,5,1,2,2,-,-,2,-,-
Fitipaldo B.,TEN,3,-,2,20:39,1,5,-,1,1,4,-,-,-25,-,-,2,1,2,-,1,-
Puerto J.,VAL,3,3,1,13:58,1,3,1,2,-,1,1,3,2,2,1,1,-,1,-,-,-
Anderson J.,VAL,2,-,1,09:37,1,3,1,1,-,2,-,-,6,-,-,4,2,1,-,-,-
Cook E.,TEN,2,2,-,10:09,1,3,1,3,-,-,-,-,-16,1,1,4,-,-,-,-,-
De Larrea S.,VAL,2,-,1,06:36,1,2,1,2,-,-,-,-,2,-,-,2,1,1,-,-,-
Diop I.,TEN,2,1,-,08:32,1,1,1,1,-,-,-,-,-10,1,-,4,-,1,1,-,-
Lopez A.,TEN,-,-,1,04:05,-,2,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-
Riga L.,TEN,-,-,-,01:47,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-
