date,home_name,home_image,away_name,away_image
06.06.2025 17:00,Barcelona,https://static.flashscore.com/res/image/data/Sn90D8FG-AZCWGI9F.png,Unicaja,https://static.flashscore.com/res/image/data/OtLQp0xS-QP5xKSl0.png
