date,home_name,home_image,away_name,away_image,result_home,result_away
13.06.2025 19:15,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,Unicaja,https://static.flashscore.com/res/image/data/OtLQp0xS-QP5xKSl0.png,90,75
