date,home_name,home_image,away_name,away_image,result_home,result_away
14.06.2025 19:15,Tenerife,https://static.flashscore.com/res/image/data/hYgHe1h5-jkCvWF0A.png,Valencia,https://static.flashscore.com/res/image/data/UFmsOtyB-0xo9H7fm.png,87,94
