date,home_name,home_image,away_name,away_image,result_home,result_away
04.06.2025 17:00,Joventut Badalona,https://static.flashscore.com/res/image/data/O0k3SqZA-4QFp2rHo.png,Tenerife,https://static.flashscore.com/res/image/data/hYgHe1h5-jkCvWF0A.png,60,80
