date,home_name,home_image,away_name,away_image,result_home,result_away
17.06.2025 19:15,Unicaja,https://static.flashscore.com/res/image/data/OtLQp0xS-QP5xKSl0.png,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,79,86
