Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Forrest T.,BAS,30,4,7,31:40,8,16,5,10,3,6,11,13,-8,-,4,2,-,2,-,2,-
Llull S.,REA,19,2,3,21:57,6,11,2,2,4,9,3,4,2,1,1,1,-,1,-,-,-
Samanic L.,BAS,19,2,1,23:01,7,11,3,4,4,7,1,1,-3,-,2,-,-,1,-,-,-
Campazzo F.,REA,17,3,6,22:18,6,10,2,5,4,5,1,1,9,1,2,4,1,-,-,-,-
Feliz A.,REA,17,4,-,21:03,6,8,5,6,1,2,4,4,7,1,3,2,-,1,1,-,-
Tavares E.,REA,14,10,-,18:25,5,5,5,5,-,-,4,8,6,2,8,3,-,1,2,-,-
Moneke C.,BAS,13,6,2,29:41,3,6,2,5,1,1,6,9,-5,3,3,5,-,-,-,1,-
Hezonja M.,REA,12,2,1,13:47,4,6,3,3,1,3,3,3,9,-,2,3,1,-,-,-,-
Musa D.,REA,12,3,2,15:41,4,6,3,3,1,3,3,4,2,2,1,2,-,1,-,-,-
Luwawu-Cabarrot T.,BAS,11,2,1,19:38,4,7,2,3,2,4,1,1,4,-,2,5,-,-,-,-,-
Rogkavopoulos N.,BAS,9,5,2,24:26,3,9,1,3,2,6,1,2,-10,1,4,3,3,-,-,1,-
Baldwin K.,BAS,8,1,3,13:22,3,8,1,4,2,4,-,2,-6,1,-,3,-,1,-,2,-
Fernando B.,REA,8,10,1,19:55,4,7,4,7,-,-,-,-,1,4,6,3,-,2,3,1,-
Howard M.,BAS,6,-,1,27:09,2,5,-,-,2,5,-,-,-4,-,-,3,-,1,-,1,-
Abalde A.,REA,5,3,2,22:22,2,5,1,3,1,2,-,1,-,2,1,-,-,1,-,1,-
Sedekerskis T.,BAS,5,3,1,15:38,2,3,1,2,1,1,-,-,-10,3,-,2,-,-,-,1,-
Garuba U.,REA,4,4,1,18:47,2,4,2,2,-,2,-,-,9,2,2,1,-,-,1,-,-
Gonzalez H.,REA,4,1,-,19:00,1,6,1,3,-,3,2,2,11,-,1,2,-,-,3,-,-
Hall D.,BAS,2,2,-,15:25,1,2,1,2,-,-,-,-,-3,1,1,1,1,1,2,-,-
Ndiaye E. J.,REA,-,-,1,06:45,-,3,-,1,-,2,-,-,-11,-,-,1,1,-,-,-,-
