date,home_name,home_image,away_name,away_image
10.06.2025 19:15,Valencia,https://static.flashscore.com/res/image/data/UFmsOtyB-0xo9H7fm.png,Tenerife,https://static.flashscore.com/res/image/data/hYgHe1h5-jkCvWF0A.png
