date,home_name,home_image,away_name,away_image,result_home,result_away
25.06.2025 19:15,Valencia,https://static.flashscore.com/res/image/data/UFmsOtyB-0xo9H7fm.png,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,70,81
