date,home_name,home_image,away_name,away_image
08.06.2025 16:30,Unicaja,https://static.flashscore.com/res/image/data/OtLQp0xS-QP5xKSl0.png,Barcelona,https://static.flashscore.com/res/image/data/Sn90D8FG-AZCWGI9F.png
