date,home_name,home_image,away_name,away_image
20.06.2025 19:15,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,Valencia,https://static.flashscore.com/res/image/data/UFmsOtyB-0xo9H7fm.png
