date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
06.04.2024 19:30,Breogan,https://static.flashscore.com/res/image/data/GnMnvHhl-CIm09OR2.png,Palencia,https://static.flashscore.com/res/image/data/0UIF0Cg5-nibS43J9.png,73,65,73,16,17,15,25,,65,16,19,12,18,
