date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
27.04.2024 20:45,Palencia,https://static.flashscore.com/res/image/data/0UIF0Cg5-nibS43J9.png,Baskonia,https://static.flashscore.com/res/image/data/fcISR1Ca-hhuZJcqF.png,94,101,94,32,25,15,22,,101,27,21,28,25,
