g_3_0tMITf84,2-0
g_3_0tMITf84,5-0
g_3_0tMITf84,7-0
g_3_0tMITf84,9-0
g_3_0tMITf84,9-2
g_3_0tMITf84,9-4
g_3_0tMITf84,11-4
g_3_0tMITf84,14-4
g_3_0tMITf84,14-5
g_3_0tMITf84,14-6
g_3_0tMITf84,14-7
g_3_0tMITf84,15-7
g_3_0tMITf84,15-10
g_3_0tMITf84,15-12
g_3_0tMITf84,16-12
g_3_0tMITf84,17-12
g_3_0tMITf84,19-12
g_3_0tMITf84,19-13
g_3_0tMITf84,19-16
g_3_0tMITf84,21-16
g_3_0tMITf84,21-17
g_3_0tMITf84,21-18
g_3_0tMITf84,23-18
g_3_0tMITf84,24-18
g_3_0tMITf84,24-21
g_3_0tMITf84,27-21
g_3_0tMITf84,27-24
g_3_0tMITf84,29-24
g_3_0tMITf84,29-27
g_3_0tMITf84,32-27
