Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Blazevic M.,OBR,19,9,1,19:09,7,9,7,9,-,-,5,6,13,4,5,4,-,-,-,2,-
Dotson D.,OBR,19,6,2,30:22,8,18,5,10,3,8,-,-,15,2,4,1,1,2,-,-,-
Scrubb T.,OBR,15,7,2,33:54,5,7,3,4,2,3,3,3,15,3,4,3,-,1,-,-,-
Ruzic M.,JOV,14,11,1,25:00,5,8,3,5,2,3,2,2,-16,6,5,2,-,1,1,-,-
Pustovyi A.,OBR,13,5,1,28:18,5,6,5,5,-,1,3,3,22,1,4,3,-,2,3,-,-
Evans S.,JOV,11,-,2,23:18,3,11,1,3,2,8,3,3,-13,-,-,-,1,4,-,1,-
Mendoza R.,OBR,11,1,2,22:53,5,7,4,5,1,2,-,-,23,-,1,3,1,-,-,-,-
Tomic A.,JOV,11,9,3,20:59,3,12,3,12,-,-,5,7,-14,6,3,3,1,1,-,2,-
Feliz A.,JOV,9,3,3,23:29,4,7,3,3,1,4,-,-,-15,2,1,2,-,2,-,-,-
Vives G.,JOV,6,3,5,22:04,2,4,1,1,1,3,1,1,-14,-,3,3,1,2,-,-,-
Zurbriggen F.,OBR,6,-,5,09:58,2,6,-,-,2,6,-,-,14,-,-,-,1,1,1,-,-
Allen M.,JOV,5,1,-,09:17,1,2,1,1,-,1,3,4,-4,-,1,2,-,1,-,-,-
Brodziansky V.,JOV,5,-,1,16:50,2,4,2,3,-,1,1,2,-14,-,-,1,-,2,1,1,-
Prey R.,JOV,5,3,1,12:24,2,3,2,3,-,-,1,2,-10,2,1,4,-,-,1,-,-
Timma J.,OBR,5,3,-,26:09,2,6,1,1,1,5,-,-,8,2,1,3,4,2,-,-,-
Howard J.,OBR,4,2,-,20:02,1,8,1,3,-,5,2,3,11,1,1,2,2,-,-,1,-
Busquets J.,JOV,3,1,-,18:40,1,4,-,-,1,4,-,-,-14,-,1,1,-,-,-,-,-
Suarez A.,OBR,3,2,-,06:24,1,1,-,-,1,1,-,-,9,1,1,1,-,-,2,-,-
Harguindey P.,OBR,2,-,-,02:51,1,1,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-
Lopez K.,JOV,2,-,-,01:21,1,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-
Kraag Y.,JOV,-,2,2,20:26,-,4,-,2,-,2,-,-,-15,-,2,1,-,-,-,1,-
Rodriguez J.,JOV,-,-,1,06:12,-,2,-,1,-,1,-,-,-1,-,-,-,-,-,-,-,-
