Home Score,Category,Away Score
20,Field Goals Attempted,13
13,Field Goals Made,8
65%,Field Goals %,61.5%
8,2-Point Field G. Attempted,8
7,2-Point Field Goals Made,6
87.5%,2-Point Field Goals %,75%
12,3-Point Field G. Attempted,5
6,3-Point Field Goals Made,2
50%,3-Point Field Goals %,40%
1,Free Throws Attempted,7
0,Free Throws Made,5
0%,Free Throws %,71.4%
5,Offensive Rebounds,2
4,Defensive Rebounds,3
9,Total Rebounds,5
5,Assists,7
0,Blocks,0
2,Turnovers,2
2,Steals,1
5,Personal Fouls,3
