matchId,href,eventTime,homeTeam,awayTeam,homeScore,awayScore,homeScore1,homeScore2,homeScore3,homeScore4,homeScore5,awayScore1,awayScore2,awayScore3,awayScore4,awayScore5
x2FjsNbS,https://www.flashscore.com/match/basketball/slovakia-lSZ19QOb/spain-OKERpL3q/summary/?mid=x2FjsNbS,22.11. 18:00AOT,Slovakia,Spain,72,76,10,15,21,13,13,14,24,10,11,17
jVOGUqFM,https://www.flashscore.com/match/basketball/great-britain-KhcD0YXu/greece-ba2gXuFg/summary/?mid=jVOGUqFM,21.11. 20:30,Great Britain,Greece,73,72,16,17,18,22,,26,15,10,21,
CvQCVPaG,https://www.flashscore.com/match/basketball/bosnia-herzegovina-bqdHahmn/croatia-0hOg67IT/summary/?mid=CvQCVPaG,21.11. 20:00,Croatia,Bosnia & Herzegovina,89,76,30,20,23,16,,19,29,12,16,
UFz8W5pA,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/france-dS5MsX25/summary/?mid=UFz8W5pA,21.11. 18:00,Cyprus,France,59,75,15,16,19,9,,20,17,14,24,
K4TKT3US,https://www.flashscore.com/match/basketball/czech-republic-nHbZvVnO/netherlands-KIf2hoPB/summary/?mid=K4TKT3US,21.11. 18:00,Czech Republic,Netherlands,96,74,21,25,30,20,,21,24,16,13,
MDFnPNxp,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/serbia-Qq17dU1H/summary/?mid=MDFnPNxp,21.11. 18:00,Denmark,Serbia,52,72,6,13,16,17,,29,14,19,10,
Iu9eN17d,https://www.flashscore.com/match/basketball/lithuania-2BDVquJk/north-macedonia-O2ZfdF3t/summary/?mid=Iu9eN17d,21.11. 18:00,North Macedonia,Lithuania,67,82,9,18,16,24,,23,21,20,18,
Wrcwnopc,https://www.flashscore.com/match/basketball/estonia-nsrT0eeP/poland-G6eedmug/summary/?mid=Wrcwnopc,21.11. 18:00,Poland,Estonia,78,82,18,22,13,25,,19,19,19,25,
4x5iOshj,https://www.flashscore.com/match/basketball/finland-hrkQcWHb/georgia-E9skCSvt/summary/?mid=4x5iOshj,21.11. 17:30,Finland,Georgia,83,90,25,23,15,20,,20,23,19,28,
QTlrGp0T,https://www.flashscore.com/match/basketball/czech-republic-nHbZvVnO/great-britain-KhcD0YXu/summary/?mid=QTlrGp0T,26.02. 20:15,Czech Republic,Great Britain,90,82,24,25,19,22,,25,22,15,20,
U1eZH6VG,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/cyprus-YPE5m6og/summary/?mid=U1eZH6VG,26.02. 20:00,Croatia,Cyprus,92,63,22,26,22,22,,8,16,26,13,
r9yAB48p,https://www.flashscore.com/match/basketball/greece-ba2gXuFg/netherlands-KIf2hoPB/summary/?mid=r9yAB48p,26.02. 19:30,Netherlands,Greece,72,74,12,27,19,14,,16,16,30,12,
CQpvHQpN,https://www.flashscore.com/match/basketball/bosnia-herzegovina-bqdHahmn/france-dS5MsX25/summary/?mid=CQpvHQpN,26.02. 19:00,Bosnia & Herzegovina,France,64,74,15,17,16,16,,16,18,23,17,
WUH4XoV3,https://www.flashscore.com/match/basketball/estonia-nsrT0eeP/lithuania-2BDVquJk/summary/?mid=WUH4XoV3,26.02. 18:00,Estonia,Lithuania,65,59,17,24,9,15,,18,19,13,9,
bHJdZ70i,https://www.flashscore.com/match/basketball/georgia-E9skCSvt/serbia-Qq17dU1H/summary/?mid=bHJdZ70i,26.02. 18:00,Georgia,Serbia,63,76,12,19,21,11,,21,17,22,16,
x8I0YRFc,https://www.flashscore.com/match/basketball/north-macedonia-O2ZfdF3t/poland-G6eedmug/summary/?mid=x8I0YRFc,26.02. 18:00,Poland,North Macedonia,71,96,16,22,12,21,,25,22,22,27,
MazEAONj,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/finland-hrkQcWHb/summary/?mid=MazEAONj,26.02. 17:30,Finland,Denmark,89,85,23,19,30,17,,27,31,14,13,
0ObbGgfC,https://www.flashscore.com/match/basketball/portugal-dGX2fgYh/ukraine-4h9UuBXH/summary/?mid=0ObbGgfC,25.02. 20:00,Ukraine,Portugal,77,79,16,16,27,18,,26,21,15,17,
rocRJS04,https://www.flashscore.com/match/basketball/montenegro-rN44xrxQ/sweden-fuqXiPgO/summary/?mid=rocRJS04,25.02. 19:00,Montenegro,Sweden,95,70,27,23,25,20,,24,13,20,13,
8S4EMUGo,https://www.flashscore.com/match/basketball/hungary-UDBtdAnB/italy-n5lUdjX4/summary/?mid=8S4EMUGo,25.02. 18:00,Hungary,Italy,62,83,15,22,9,16,,17,19,28,19,
Iag3FD9I,https://www.flashscore.com/match/basketball/israel-Q7cwvk2U/slovenia-vHfUe4nd/summary/?mid=Iag3FD9I,25.02. 18:00,Slovenia,Israel,88,79,8,32,25,23,,20,17,16,26,
4fbNK8ob,https://www.flashscore.com/match/basketball/belgium-jk5QtiIB/spain-OKERpL3q/summary/?mid=4fbNK8ob,25.02. 17:30,Belgium,Spain,58,53,11,8,21,18,,14,12,13,14,
MV8ILlWi,https://www.flashscore.com/match/basketball/latvia-IPYbeZIn/slovakia-lSZ19QOb/summary/?mid=MV8ILlWi,25.02. 16:05,Latvia,Slovakia,64,52,15,16,14,19,,10,17,11,14,
jBdVInGA,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/germany-bVp0e7fa/summary/?mid=jBdVInGA,25.02. 16:00,Bulgaria,Germany,67,62,7,21,11,28,,19,8,18,17,
fPGWcovo,https://www.flashscore.com/match/basketball/iceland-QeebgR95/turkey-EJrArDma/summary/?mid=fPGWcovo,25.02. 14:00,Turkey,Iceland,76,75,16,19,19,22,,16,14,17,28,
OxI7QwIJ,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/france-dS5MsX25/summary/?mid=OxI7QwIJ,23.02. 20:30,France,Croatia,73,61,15,20,22,16,,14,16,14,17,
2TGBPcXP,https://www.flashscore.com/match/basketball/great-britain-KhcD0YXu/netherlands-KIf2hoPB/summary/?mid=2TGBPcXP,23.02. 20:30,Great Britain,Netherlands,98,94,28,27,16,27,,23,18,25,28,
fL8wLHus,https://www.flashscore.com/match/basketball/czech-republic-nHbZvVnO/greece-ba2gXuFg/summary/?mid=fL8wLHus,23.02. 20:00,Greece,Czech Republic,72,64,12,20,21,19,,15,16,19,14,
GzcnJeAg,https://www.flashscore.com/match/basketball/finland-hrkQcWHb/serbia-Qq17dU1H/summary/?mid=GzcnJeAg,23.02. 20:00,Serbia,Finland,77,61,17,19,22,19,,20,14,17,10,
SA0jIFPa,https://www.flashscore.com/match/basketball/estonia-nsrT0eeP/north-macedonia-O2ZfdF3t/summary/?mid=SA0jIFPa,23.02. 19:00,North Macedonia,Estonia,69,74,20,23,10,16,,19,17,21,17,
YB7sKyem,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/georgia-E9skCSvt/summary/?mid=YB7sKyem,23.02. 18:30,Denmark,Georgia,75,69,12,16,22,25,,23,14,16,16,
MXwP1fuJ,https://www.flashscore.com/match/basketball/bosnia-herzegovina-bqdHahmn/cyprus-YPE5m6og/summary/?mid=MXwP1fuJ,23.02. 18:00,Cyprus,Bosnia & Herzegovina,66,99,27,11,18,10,,28,23,26,22,
zs787bBs,https://www.flashscore.com/match/basketball/hungary-UDBtdAnB/iceland-QeebgR95/summary/?mid=zs787bBs,22.02. 20:30,Iceland,Hungary,70,65,16,17,16,21,,19,18,14,14,
U36C6IQm,https://www.flashscore.com/match/basketball/italy-n5lUdjX4/turkey-EJrArDma/summary/?mid=U36C6IQm,22.02. 20:30,Italy,Turkey,87,80,24,26,18,19,,24,15,17,24,
GdQyDKmK,https://www.flashscore.com/match/basketball/israel-Q7cwvk2U/portugal-dGX2fgYh/summary/?mid=GdQyDKmK,22.02. 20:15,Portugal,Israel,70,72,19,17,17,17,,19,19,18,16,
zHyD4de0,https://www.flashscore.com/match/basketball/latvia-IPYbeZIn/spain-OKERpL3q/summary/?mid=zHyD4de0,22.02. 20:00,Spain,Latvia,75,79,14,23,20,18,,23,17,17,22,
8UZK2zQC,https://www.flashscore.com/match/basketball/germany-bVp0e7fa/montenegro-rN44xrxQ/summary/?mid=8UZK2zQC,22.02. 19:30,Germany,Montenegro,85,61,28,19,11,27,,10,20,20,11,
E7zH3GA6,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/sweden-fuqXiPgO/summary/?mid=E7zH3GA6,22.02. 19:00,Sweden,Bulgaria,84,70,29,21,12,22,,22,21,12,15,
MXafHZv6,https://www.flashscore.com/match/basketball/lithuania-2BDVquJk/poland-G6eedmug/summary/?mid=MXafHZv6,22.02. 18:30,Lithuania,Poland,83,64,16,19,27,21,,19,11,19,15,
8f5G5xtf,https://www.flashscore.com/match/basketball/belgium-jk5QtiIB/slovakia-lSZ19QOb/summary/?mid=8f5G5xtf,22.02. 18:00,Slovakia,Belgium,60,75,13,23,18,6,,25,15,24,11,
bLFtCv3Q,https://www.flashscore.com/match/basketball/slovenia-vHfUe4nd/ukraine-4h9UuBXH/summary/?mid=bLFtCv3Q,22.02. 18:00,Slovenia,Ukraine,87,73,21,18,25,23,,22,18,13,20,
2HCib5dD,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/kosovo-8Y4hqqWd/summary/?mid=2HCib5dD,05.08. 20:45,Kosovo,Denmark,63,88,17,11,17,18,,24,23,21,20,
fPnC1v35,https://www.flashscore.com/match/basketball/albania-02iWX1ps/slovakia-lSZ19QOb/summary/?mid=fPnC1v35,05.08. 20:30,Albania,Slovakia,64,89,21,13,15,15,,15,26,28,20,
U3xhABk8,https://www.flashscore.com/match/basketball/ireland-b9g6i5vI/luxembourg-EcXmTagQ/summary/?mid=U3xhABk8,05.08. 20:30,Ireland,Luxembourg,79,76,29,12,18,20,,20,23,20,13,
ETJxIamn,https://www.flashscore.com/match/basketball/austria-AyybA69h/norway-l4puBDEh/summary/?mid=ETJxIamn,05.08. 18:00,Norway,Austria,84,74,22,19,22,21,,17,23,18,16,
G0lAoSC7,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/luxembourg-EcXmTagQ/summary/?mid=G0lAoSC7,02.08. 20:15,Luxembourg,Croatia,79,91,12,25,18,24,,25,25,24,17,
zwLYIuYu,https://www.flashscore.com/match/basketball/austria-AyybA69h/bulgaria-t8oMbC2h/summary/?mid=zwLYIuYu,02.08. 19:15,Austria,Bulgaria,71,85,13,25,14,19,,28,25,16,16,
OQDmaos7,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/switzerland-YVsyiq9U/summary/?mid=OQDmaos7,02.08. 18:00,Denmark,Switzerland,94,81,18,26,27,23,,25,9,21,26,
GYm82Kma,https://www.flashscore.com/match/basketball/romania-EsomN0Zd/slovakia-lSZ19QOb/summary/?mid=GYm82Kma,02.08. 18:00,Slovakia,Romania,83,58,19,19,23,22,,13,18,16,11,
lCHB30Yh,https://www.flashscore.com/match/basketball/albania-02iWX1ps/romania-EsomN0Zd/summary/?mid=lCHB30Yh,29.07. 17:30,Romania,Albania,72,63,10,26,20,16,,23,16,16,8,
fi9q0RR0,https://www.flashscore.com/match/basketball/kosovo-8Y4hqqWd/switzerland-YVsyiq9U/summary/?mid=fi9q0RR0,29.07. 17:30,Switzerland,Kosovo,72,76,21,18,22,11,,20,15,21,20,
O4vTcd2U,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/norway-l4puBDEh/summary/?mid=O4vTcd2U,29.07. 17:00,Bulgaria,Norway,91,69,20,30,24,17,,14,20,17,18,
2cp6n8c1,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/ireland-b9g6i5vI/summary/?mid=2cp6n8c1,29.07. 15:30,Ireland,Croatia,61,95,12,22,8,19,,20,22,21,32,
KYf1mlre,https://www.flashscore.com/match/basketball/ireland-b9g6i5vI/luxembourg-EcXmTagQ/summary/?mid=KYf1mlre,26.07. 20:15,Luxembourg,Ireland,76,96,21,16,22,17,,23,17,30,26,
pEuPbxmO,https://www.flashscore.com/match/basketball/austria-AyybA69h/norway-l4puBDEh/summary/?mid=pEuPbxmO,26.07. 18:30,Austria,Norway,85,66,25,24,21,15,,15,12,15,24,
G0Au17Cf,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/kosovo-8Y4hqqWd/summary/?mid=G0Au17Cf,26.07. 18:00,Denmark,Kosovo,82,75,27,17,25,13,,16,27,22,10,
ALI74tJn,https://www.flashscore.com/match/basketball/albania-02iWX1ps/slovakia-lSZ19QOb/summary/?mid=ALI74tJn,26.07. 18:00,Slovakia,Albania,86,63,30,16,19,21,,27,10,3,23,
trdclUSl,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/luxembourg-EcXmTagQ/summary/?mid=trdclUSl,22.07. 20:00,Croatia,Luxembourg,98,62,31,26,23,18,,14,20,12,16,
GbJ35M3t,https://www.flashscore.com/match/basketball/romania-EsomN0Zd/slovakia-lSZ19QOb/summary/?mid=GbJ35M3t,22.07. 17:30,Romania,Slovakia,65,69,10,19,24,12,,18,13,23,15,
YyLz2mcl,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/switzerland-YVsyiq9U/summary/?mid=YyLz2mcl,22.07. 17:30,Switzerland,Denmark,46,60,6,17,13,10,,18,9,12,21,
2kjKaIXH,https://www.flashscore.com/match/basketball/austria-AyybA69h/bulgaria-t8oMbC2h/summary/?mid=2kjKaIXH,22.07. 17:00,Bulgaria,Austria,83,71,15,19,26,23,,20,7,20,24,
lpLMfWkL,https://www.flashscore.com/match/basketball/kosovo-8Y4hqqWd/switzerland-YVsyiq9U/summary/?mid=lpLMfWkL,19.07. 20:45,Kosovo,Switzerland,76,49,18,23,27,8,,16,8,14,11,
W8ARgj5R,https://www.flashscore.com/match/basketball/albania-02iWX1ps/romania-EsomN0Zd/summary/?mid=W8ARgj5R,19.07. 20:30,Albania,Romania,83,87,22,20,22,19,,21,23,25,18,
zsHIeCzF,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/ireland-b9g6i5vI/summary/?mid=zsHIeCzF,19.07. 20:00,Croatia,Ireland,89,49,24,32,14,19,,5,12,16,16,
YHdgkADr,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/norway-l4puBDEh/summary/?mid=YHdgkADr,19.07. 19:00,Norway,Bulgaria,86,80,22,27,19,18,,21,18,8,33,
SM6LKoL5,https://www.flashscore.com/match/basketball/austria-AyybA69h/croatia-0hOg67IT/summary/?mid=SM6LKoL5,26.02. 18:00,Croatia,Austria,84,74,23,27,21,13,,19,17,20,18,
KzSxAU6m,https://www.flashscore.com/match/basketball/north-macedonia-O2ZfdF3t/norway-l4puBDEh/summary/?mid=KzSxAU6m,26.02. 18:00,Norway,North Macedonia,41,79,12,14,10,5,,24,21,15,19,
dIlYbPFq,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/portugal-dGX2fgYh/summary/?mid=dIlYbPFq,26.02. 17:00,Bulgaria,Portugal,90,82,19,24,27,20,,19,21,18,24,
EJ2HLR5a,https://www.flashscore.com/match/basketball/poland-G6eedmug/switzerland-YVsyiq9U/summary/?mid=EJ2HLR5a,26.02. 17:00,Switzerland,Poland,70,80,27,15,16,12,,21,14,23,22,
80OYAAis,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/slovakia-lSZ19QOb/summary/?mid=80OYAAis,26.02. 15:30,Denmark,Slovakia,71,72,21,14,14,22,,12,21,26,13,
ptM4GioH,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/romania-EsomN0Zd/summary/?mid=ptM4GioH,26.02. 15:30,Romania,Cyprus,75,50,24,16,18,17,,11,20,6,13,
Kd3DM7jg,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/switzerland-YVsyiq9U/summary/?mid=Kd3DM7jg,23.02. 19:30,Switzerland,Croatia,56,64,21,17,11,7,,13,19,15,17,
jLy7FjqQ,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/norway-l4puBDEh/summary/?mid=jLy7FjqQ,23.02. 19:00,Denmark,Norway,69,61,21,18,12,18,,15,14,16,16,
CSNdIDG4,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/portugal-dGX2fgYh/summary/?mid=CSNdIDG4,23.02. 18:00,Cyprus,Portugal,66,75,9,27,22,8,,21,17,26,11,
t649Nmym,https://www.flashscore.com/match/basketball/austria-AyybA69h/poland-G6eedmug/summary/?mid=t649Nmym,23.02. 18:00,Poland,Austria,87,72,26,31,14,16,,21,17,19,15,
jJM0HXVA,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/romania-EsomN0Zd/summary/?mid=jJM0HXVA,23.02. 18:00,Romania,Bulgaria,61,62,12,13,19,17,,16,15,13,18,
CUx3GWTJ,https://www.flashscore.com/match/basketball/north-macedonia-O2ZfdF3t/slovakia-lSZ19QOb/summary/?mid=CUx3GWTJ,23.02. 18:00,Slovakia,North Macedonia,82,73,22,22,17,21,,15,23,8,27,
0fmCOTLt,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/poland-G6eedmug/summary/?mid=0fmCOTLt,13.11. 20:00,Croatia,Poland,79,87,18,19,19,23,,21,13,24,29,
dMfGhTyD,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/north-macedonia-O2ZfdF3t/summary/?mid=dMfGhTyD,13.11. 19:00AOT,North Macedonia,Denmark,74,71,14,18,16,16,10,20,17,17,10,7
zDgKimiJ,https://www.flashscore.com/match/basketball/norway-l4puBDEh/slovakia-lSZ19QOb/summary/?mid=zDgKimiJ,13.11. 18:00,Norway,Slovakia,56,68,20,13,13,10,,16,20,14,18,
G0UmKZoh,https://www.flashscore.com/match/basketball/portugal-dGX2fgYh/romania-EsomN0Zd/summary/?mid=G0UmKZoh,13.11. 18:00,Portugal,Romania,92,62,27,27,18,20,,14,27,10,11,
bo1pT9DP,https://www.flashscore.com/match/basketball/austria-AyybA69h/switzerland-YVsyiq9U/summary/?mid=bo1pT9DP,13.11. 17:05,Austria,Switzerland,65,75,15,20,14,16,,18,19,15,23,
fiTiJg1b,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/cyprus-YPE5m6og/summary/?mid=fiTiJg1b,13.11. 15:00,Cyprus,Bulgaria,66,75,8,13,27,18,,16,17,24,18,
prD24QzP,https://www.flashscore.com/match/basketball/austria-AyybA69h/croatia-0hOg67IT/summary/?mid=prD24QzP,10.11. 20:20,Austria,Croatia,75,100,24,19,16,16,,18,30,25,27,
MwVqLFWo,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/portugal-dGX2fgYh/summary/?mid=MwVqLFWo,10.11. 20:00,Portugal,Bulgaria,88,78,21,23,23,21,,20,32,12,14,
Wv9b56LI,https://www.flashscore.com/match/basketball/poland-G6eedmug/switzerland-YVsyiq9U/summary/?mid=Wv9b56LI,10.11. 19:45,Poland,Switzerland,79,64,17,15,27,20,,15,22,8,19,
2aeCg9M6,https://www.flashscore.com/match/basketball/north-macedonia-O2ZfdF3t/norway-l4puBDEh/summary/?mid=2aeCg9M6,10.11. 19:00,North Macedonia,Norway,58,36,16,18,11,13,,11,7,11,7,
OhCtMeHu,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/romania-EsomN0Zd/summary/?mid=OhCtMeHu,10.11. 18:00,Cyprus,Romania,65,69,19,16,13,17,,19,21,14,15,
ldi8fk70,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/slovakia-lSZ19QOb/summary/?mid=ldi8fk70,10.11. 18:00,Slovakia,Denmark,74,70,23,16,18,17,,17,18,11,24,
lGJg6n6C,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/switzerland-YVsyiq9U/summary/?mid=lGJg6n6C,28.08. 20:00,Croatia,Switzerland,84,53,22,28,20,14,,10,16,15,12,
St3adBxl,https://www.flashscore.com/match/basketball/north-macedonia-O2ZfdF3t/slovakia-lSZ19QOb/summary/?mid=St3adBxl,28.08. 19:00,North Macedonia,Slovakia,79,75,19,21,19,20,,26,20,17,12,
d2bxH3KU,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/romania-EsomN0Zd/summary/?mid=d2bxH3KU,28.08. 18:00,Bulgaria,Romania,84,72,29,12,23,20,,19,15,20,18,
6X13eVif,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/norway-l4puBDEh/summary/?mid=6X13eVif,28.08. 18:00,Norway,Denmark,99,75,34,23,26,16,,21,23,21,10,
IBaYHq5O,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/portugal-dGX2fgYh/summary/?mid=IBaYHq5O,28.08. 18:00,Portugal,Cyprus,102,69,35,23,23,21,,17,22,18,12,
APKk7Sj6,https://www.flashscore.com/match/basketball/austria-AyybA69h/poland-G6eedmug/summary/?mid=APKk7Sj6,28.08. 17:00,Austria,Poland,55,91,8,17,10,20,,25,11,29,26,
tjGo88y0,https://www.flashscore.com/match/basketball/austria-AyybA69h/switzerland-YVsyiq9U/summary/?mid=tjGo88y0,25.08. 19:30,Switzerland,Austria,74,64,17,16,27,14,,13,21,20,10,
Y5ldciNs,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/north-macedonia-O2ZfdF3t/summary/?mid=Y5ldciNs,25.08. 19:00,Denmark,North Macedonia,70,73,18,11,26,15,,14,20,21,18,
2aHs9lMg,https://www.flashscore.com/match/basketball/croatia-0hOg67IT/poland-G6eedmug/summary/?mid=2aHs9lMg,25.08. 18:30,Poland,Croatia,69,72,15,16,16,22,,11,10,28,23,
AodQJ5zC,https://www.flashscore.com/match/basketball/bulgaria-t8oMbC2h/cyprus-YPE5m6og/summary/?mid=AodQJ5zC,25.08. 18:00,Bulgaria,Cyprus,88,55,19,29,16,24,,15,15,11,14,
lxeUIPkI,https://www.flashscore.com/match/basketball/portugal-dGX2fgYh/romania-EsomN0Zd/summary/?mid=lxeUIPkI,25.08. 18:00,Romania,Portugal,59,75,14,16,19,10,,17,25,19,14,
Wd2U1XEQ,https://www.flashscore.com/match/basketball/norway-l4puBDEh/slovakia-lSZ19QOb/summary/?mid=Wd2U1XEQ,25.08. 18:00,Slovakia,Norway,68,87,20,13,23,12,,21,21,24,21,
QuieDF8o,https://www.flashscore.com/match/basketball/albania-02iWX1ps/romania-EsomN0Zd/summary/?mid=QuieDF8o,03.07. 20:30,Albania,Romania,62,76,18,20,8,16,,21,20,15,20,
6yKUdfO4,https://www.flashscore.com/match/basketball/ireland-b9g6i5vI/switzerland-YVsyiq9U/summary/?mid=6yKUdfO4,03.07. 18:15,Ireland,Switzerland,82,88,25,22,18,17,,25,20,30,13,
OCUPcz9b,https://www.flashscore.com/match/basketball/austria-AyybA69h/cyprus-YPE5m6og/summary/?mid=OCUPcz9b,03.07. 18:00,Austria,Cyprus,78,49,19,18,21,20,,15,5,15,14,
ng0piPiq,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/norway-l4puBDEh/summary/?mid=ng0piPiq,03.07. 18:00,Norway,Denmark,62,64,13,9,12,28,,14,24,14,12,
pMVLbGgh,https://www.flashscore.com/match/basketball/austria-AyybA69h/ireland-b9g6i5vI/summary/?mid=pMVLbGgh,30.06. 20:20,Austria,Ireland,92,66,23,28,20,21,,22,13,15,16,
joHIadvn,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/switzerland-YVsyiq9U/summary/?mid=joHIadvn,30.06. 20:00,Cyprus,Switzerland,71,63,22,21,11,17,,21,19,6,17,
6enG8iNG,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/kosovo-8Y4hqqWd/summary/?mid=6enG8iNG,30.06. 19:00,Denmark,Kosovo,105,71,26,20,30,29,,19,17,17,18,
Cx3DlWVp,https://www.flashscore.com/match/basketball/luxembourg-EcXmTagQ/romania-EsomN0Zd/summary/?mid=Cx3DlWVp,30.06. 18:00,Romania,Luxembourg,78,67,12,19,21,26,,15,16,15,21,
S4mC9X7A,https://www.flashscore.com/match/basketball/kosovo-8Y4hqqWd/norway-l4puBDEh/summary/?mid=S4mC9X7A,27.02. 19:00AOT,Kosovo,Norway,92,95,27,19,18,17,11,15,16,25,25,14
nXj8uggU,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/ireland-b9g6i5vI/summary/?mid=nXj8uggU,27.02. 18:00AOT,Ireland,Cyprus,83,75,15,23,10,16,19,15,11,21,17,11
ATGogCNT,https://www.flashscore.com/match/basketball/albania-02iWX1ps/luxembourg-EcXmTagQ/summary/?mid=ATGogCNT,27.02. 17:00,Luxembourg,Albania,86,75,21,27,21,17,,26,15,14,20,
CfIE0xPu,https://www.flashscore.com/match/basketball/austria-AyybA69h/switzerland-YVsyiq9U/summary/?mid=CfIE0xPu,27.02. 16:00,Switzerland,Austria,80,61,23,17,26,14,,18,18,7,18,
YTn4tZwO,https://www.flashscore.com/match/basketball/ireland-b9g6i5vI/switzerland-YVsyiq9U/summary/?mid=YTn4tZwO,24.02. 19:30,Switzerland,Ireland,83,72,28,13,20,22,,14,23,15,20,
bVr8ADh4,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/norway-l4puBDEh/summary/?mid=bVr8ADh4,24.02. 19:00,Denmark,Norway,84,68,18,20,25,21,,17,17,20,14,
v7m0sFOH,https://www.flashscore.com/match/basketball/austria-AyybA69h/cyprus-YPE5m6og/summary/?mid=v7m0sFOH,24.02. 18:00,Cyprus,Austria,77,86,15,19,17,26,,22,25,21,18,
hhMtfh8N,https://www.flashscore.com/match/basketball/albania-02iWX1ps/romania-EsomN0Zd/summary/?mid=hhMtfh8N,24.02. 17:00,Romania,Albania,101,84,28,24,25,24,,29,27,14,14,
Kvp4Bgwb,https://www.flashscore.com/match/basketball/denmark-SCogBnfn/kosovo-8Y4hqqWd/summary/?mid=Kvp4Bgwb,28.11. 19:00,Kosovo,Denmark,78,73,18,20,22,18,,17,16,13,27,
0Gldre9B,https://www.flashscore.com/match/basketball/austria-AyybA69h/ireland-b9g6i5vI/summary/?mid=0Gldre9B,28.11. 18:00,Ireland,Austria,70,97,13,28,9,20,,28,15,30,24,
E1NxeYhH,https://www.flashscore.com/match/basketball/luxembourg-EcXmTagQ/romania-EsomN0Zd/summary/?mid=E1NxeYhH,28.11. 17:00,Luxembourg,Romania,70,73,25,15,18,12,,15,29,14,15,
rufiqyf5,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/switzerland-YVsyiq9U/summary/?mid=rufiqyf5,28.11. 17:00,Switzerland,Cyprus,66,43,21,20,11,14,,11,20,4,8,
4lempHva,https://www.flashscore.com/match/basketball/austria-AyybA69h/switzerland-YVsyiq9U/summary/?mid=4lempHva,25.11. 20:15,Austria,Switzerland,80,64,18,26,21,15,,15,14,20,15,
xGfaCZNi,https://www.flashscore.com/match/basketball/kosovo-8Y4hqqWd/norway-l4puBDEh/summary/?mid=xGfaCZNi,25.11. 19:00,Norway,Kosovo,86,77,17,25,27,17,,22,11,19,25,
KvOYeEwB,https://www.flashscore.com/match/basketball/albania-02iWX1ps/luxembourg-EcXmTagQ/summary/?mid=KvOYeEwB,25.11. 18:00,Albania,Luxembourg,92,89,27,21,20,24,,26,20,28,15,
AReqocPh,https://www.flashscore.com/match/basketball/cyprus-YPE5m6og/ireland-b9g6i5vI/summary/?mid=AReqocPh,25.11. 18:00,Cyprus,Ireland,73,81,17,14,19,23,,20,24,22,15,
