Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Moneke C.,BAS,22,3,1,29:41,7,12,6,7,1,5,7,8,5,1,2,-,-,2,1,-,-
Marinkovic V.,BAS,19,1,1,22:52,6,9,1,2,5,7,2,2,-3,-,1,2,-,1,-,-,-
Costello M.,BAS,18,4,1,17:48,7,12,5,8,2,4,2,2,-2,4,-,3,-,-,-,-,-
Kravic D.,ZAR,16,5,-,17:04,8,10,8,10,-,-,-,-,3,2,3,1,-,1,-,-,-
Watt M.,ZAR,16,2,1,22:56,8,10,8,10,-,-,-,-,-11,1,1,1,-,3,1,-,-
Delany F.,ZAR,14,4,1,23:41,6,9,6,6,-,3,2,4,-15,1,3,4,1,2,-,-,-
Miller-McIntyre C.,BAS,14,1,8,23:51,6,11,4,7,2,4,-,-,4,1,-,3,2,1,-,1,-
Bell-Haynes T.,ZAR,11,4,12,31:39,3,7,3,6,-,1,5,5,-2,2,2,1,-,2,-,1,-
Kotsar M.,BAS,10,1,2,22:12,5,8,5,8,-,-,-,-,10,1,-,1,-,2,-,-,-
Smith M.,ZAR,9,4,2,32:52,3,10,1,4,2,6,1,2,-6,2,2,2,1,-,-,-,-
Sulejmanovic E.,ZAR,9,3,1,12:06,3,6,2,3,1,3,2,2,3,1,2,5,-,-,-,-,-
Yusta S.,ZAR,6,3,1,21:31,3,6,3,4,-,2,-,-,-4,-,3,4,1,3,-,-,-
Chiozza C.,BAS,5,5,7,17:10,2,5,1,1,1,4,-,-,3,-,5,2,2,3,-,-,-
McFadden T.,ZAR,5,1,3,14:43,1,5,-,-,1,5,2,2,-6,-,1,-,1,1,-,-,-
Rogkavopoulos N.,BAS,5,2,-,18:55,2,4,1,1,1,3,-,-,5,-,2,2,1,2,-,-,-
Sedekerskis T.,BAS,4,2,-,10:19,2,3,2,3,-,-,-,2,3,-,2,1,-,-,-,-,-
Diez D.,BAS,3,6,1,14:36,1,2,-,1,1,1,-,-,5,1,5,-,-,-,-,-,-
Gonzalez M.,ZAR,3,3,1,12:15,1,2,-,1,1,1,-,-,-2,1,2,-,-,-,-,-,-
Langarita L.,ZAR,3,-,1,02:52,1,2,-,1,1,1,-,-,6,-,-,1,-,-,-,-,-
Adronikashvili R.,ZAR,2,-,2,08:21,1,1,1,1,-,-,-,-,-6,-,-,-,-,-,1,-,-
Howard M.,BAS,2,2,2,19:33,-,-,-,-,-,-,2,2,6,-,2,1,1,-,-,-,-
Raieste S.,BAS,-,-,1,03:03,-,1,-,1,-,-,-,-,4,-,-,3,-,-,-,-,-
