Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Osetkowski D.,UNI,18,7,-,19:47,6,11,5,9,1,2,5,8,25,5,2,2,-,2,-,1,-
Sleva D.,MUR,15,5,1,25:15,5,12,3,7,2,5,3,3,-18,2,3,3,2,1,-,-,-
Perry K.,UNI,14,3,3,21:00,4,9,1,2,3,7,3,4,1,-,3,2,1,-,-,-,-
Caupain T.,MUR,13,1,2,26:03,3,8,1,1,2,7,5,5,19,1,-,1,2,1,-,-,-
Sima Y.,UNI,13,12,1,24:42,5,8,5,8,-,-,3,4,25,4,8,1,-,2,-,1,-
Radebaugh J.,MUR,12,5,-,22:24,5,9,3,5,2,4,-,-,22,2,3,2,-,-,-,1,-
Sant-Roos H.,MUR,10,4,2,26:59,2,9,-,3,2,6,4,4,14,-,4,2,1,-,-,-,-
Carter T.,UNI,8,2,1,19:21,1,6,-,1,1,5,5,5,9,1,1,3,-,1,-,-,-
Morin Y.,MUR,6,9,1,20:45,3,6,3,6,-,-,-,-,9,4,5,3,1,1,1,-,-
Diaz A.,UNI,5,5,3,24:26,2,6,1,3,1,3,-,-,2,1,4,1,2,3,-,-,-
Diagne M.,MUR,4,4,-,16:02,-,1,-,1,-,-,4,4,-17,1,3,1,-,2,-,-,-
Kalinoski T.,UNI,4,4,1,21:44,2,4,2,3,-,1,-,-,14,2,2,3,3,-,-,-,-
Radovic N.,MUR,4,1,-,15:19,1,4,1,4,-,-,2,2,10,-,1,3,-,-,2,-,-
Taylor K.,UNI,4,4,4,14:51,2,10,2,8,-,2,-,-,10,2,2,-,-,2,-,2,-
Thomas W.,UNI,4,-,1,10:09,1,7,1,5,-,2,2,2,-12,-,-,2,-,-,-,1,-
Ejim M.,UNI,2,1,1,12:17,1,4,1,3,-,1,-,-,-5,-,1,-,-,-,1,-,-
Ennis D.,MUR,2,1,2,17:39,1,5,1,2,-,3,-,-,-30,-,1,2,-,-,-,-,-
Kravish D.,UNI,2,4,1,13:05,1,3,1,2,-,1,-,-,-17,2,2,2,-,1,-,-,-
Barreiro J.,UNI,-,5,-,10:45,-,-,-,-,-,-,-,-,4,-,5,2,-,-,-,-,-
Djedovic N.,UNI,-,1,-,07:53,-,1,-,-,-,1,-,-,-16,-,1,1,-,-,-,-,-
Hakanson L.,MUR,-,-,-,12:35,-,3,-,2,-,1,-,-,-24,-,-,2,-,-,-,-,-
Kurucs R.,MUR,-,2,1,16:59,-,7,-,3,-,4,-,-,-25,-,2,2,1,5,2,-,-
