Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Kurucs R.,MUR,26,7,4,27:27,9,12,7,8,2,4,6,8,8,4,3,3,-,2,-,1,-
Osetkowski D.,UNI,22,5,2,22:32,7,10,5,7,2,3,6,7,10,1,4,2,-,1,1,-,-
Carter T.,UNI,17,-,-,20:35,6,11,1,2,5,9,-,-,1,-,-,3,1,2,-,-,-
Sleva D.,MUR,14,6,3,36:12,5,10,4,6,1,4,3,3,-8,3,3,2,3,2,-,-,-
Taylor K.,UNI,14,3,4,22:52,6,9,4,6,2,3,-,-,17,1,2,4,3,2,-,-,-
Perry K.,UNI,13,3,7,23:56,4,10,3,7,1,3,4,4,10,1,2,2,1,1,-,-,-
Sant-Roos H.,MUR,12,3,1,22:33,4,10,2,5,2,5,2,2,-12,1,2,2,-,3,1,1,-
Morin Y.,MUR,10,7,2,27:13,3,4,3,4,-,-,4,4,-15,2,5,2,-,-,-,-,-
Caupain T.,MUR,8,2,-,15:48,2,7,-,2,2,5,2,2,-6,1,1,3,1,-,-,1,-
Kalinoski T.,UNI,7,1,-,24:38,2,6,1,2,1,4,2,2,14,-,1,1,2,1,-,-,-
Djedovic N.,UNI,5,3,1,08:17,1,2,1,1,-,1,3,3,-4,1,2,2,-,1,-,1,-
Ennis D.,MUR,5,1,1,31:42,2,9,1,3,1,6,-,-,-16,-,1,1,-,4,1,-,-
Ejim M.,UNI,4,1,-,15:58,2,4,2,3,-,1,-,-,-3,1,-,1,-,-,-,-,-
Sima Y.,UNI,4,3,-,17:20,2,3,2,3,-,-,-,-,-9,2,1,3,-,1,2,-,-
Hakanson L.,MUR,2,1,2,08:36,-,2,-,-,-,2,2,2,5,-,1,-,-,1,-,-,-
Kravish D.,UNI,2,2,1,18:39,1,3,1,2,-,1,-,-,27,-,2,4,2,-,1,-,-
Radebaugh J.,MUR,2,2,-,19:31,1,5,1,2,-,3,-,-,-9,-,2,5,2,1,-,1,-
Barreiro J.,UNI,-,2,-,08:47,-,1,-,-,-,1,-,-,-5,1,1,-,-,-,-,-,-
Diagne M.,MUR,-,1,1,10:58,-,2,-,2,-,-,-,-,8,-,1,3,-,1,-,-,-
Diaz A.,UNI,-,2,2,10:57,-,4,-,2,-,2,-,-,-6,1,1,2,-,-,-,1,-
Thomas W.,UNI,-,-,-,05:29,-,-,-,-,-,-,-,-,-7,-,-,-,-,1,-,-,-
