Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Kurucs R.,MUR,21,4,3,28:35,-,-,6,7,3,6,-,1,2,13,9,-,1,3,-,2,-
Sleva D.,MUR,16,7,5,32:14,-,-,2,4,2,4,6,7,4,8,4,-,2,5,2,4,-
Diaz A.,UNI,15,2,1,19:48,-,-,3,3,2,5,3,3,3,8,5,-,1,4,1,5,-
Morin Y.,MUR,15,5,2,26:44,-,-,7,10,-,-,1,1,2,10,7,-,3,1,2,-,-
Hakanson L.,MUR,14,6,6,22:59,-,-,1,2,3,6,3,4,3,8,4,-,-,6,3,-,-
Ennis D.,MUR,13,3,3,23:28,-,-,5,7,-,5,3,4,-,12,5,1,-,4,1,4,-
Osetkowski D.,UNI,12,4,3,19:13,-,-,4,6,-,2,4,5,4,8,4,-,1,-,-,-,-
Perry K.,UNI,12,2,2,16:55,-,-,2,5,2,3,2,2,3,8,4,1,-,4,1,3,-
Ejim M.,UNI,10,3,2,17:07,-,-,3,5,-,-,4,4,2,5,3,-,1,2,-,-,-
Caupain T.,MUR,8,-,-,14:47,-,-,-,1,2,4,2,2,2,5,2,-,-,1,2,-,-
Kravish D.,UNI,8,3,2,15:56,-,-,3,6,-,-,2,2,3,6,3,-,1,-,5,-,-
Sima Y.,UNI,8,5,3,18:17,-,-,4,8,-,-,-,-,3,8,4,-,2,-,3,2,-
Carter T.,UNI,7,1,1,20:05,-,-,2,3,1,2,-,1,2,5,3,-,-,-,2,2,-
Taylor K.,UNI,7,4,3,18:57,-,-,2,5,1,3,-,-,1,8,3,-,1,3,2,-,-
Diagne M.,MUR,6,3,2,12:04,-,-,2,3,-,-,2,3,2,3,2,-,1,-,-,-,-
Radebaugh J.,MUR,4,1,1,16:32,-,-,1,3,-,3,2,2,2,6,1,-,-,2,-,-,-
Djedovic N.,UNI,3,1,1,17:38,-,-,-,-,1,2,-,-,1,2,1,-,-,-,-,-,-
Sant-Roos H.,MUR,3,2,2,18:13,-,-,1,2,-,-,1,2,3,2,1,-,-,2,1,2,-
Falk W.,MUR,1,-,-,03:22,-,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-
Kalinoski T.,UNI,1,-,-,18:36,-,-,-,1,-,2,1,2,2,3,-,-,-,2,-,-,-
Barreiro J.,UNI,-,-,-,08:01,-,-,-,1,-,-,-,-,1,1,-,-,-,-,1,-,-
Jelinek D.,MUR,-,-,-,01:02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas W.,UNI,-,1,-,09:27,-,-,-,2,-,-,-,-,1,2,-,1,1,1,1,-,-
