Home Score,Category,Away Score
17,Field Goals Attempted,17
8,Field Goals Made,7
47.1%,Field Goals %,41.2%
12,2-Point Field G. Attempted,10
7,2-Point Field Goals Made,4
58.3%,2-Point Field Goals %,40%
5,3-Point Field G. Attempted,7
1,3-Point Field Goals Made,3
20%,3-Point Field Goals %,42.9%
9,Free Throws Attempted,2
7,Free Throws Made,2
77.8%,Free Throws %,100%
5,Offensive Rebounds,2
7,Defensive Rebounds,3
12,Total Rebounds,5
2,Assists,6
1,Blocks,1
3,Turnovers,4
2,Steals,2
5,Personal Fouls,8
