Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Guy K.,TEN,24,2,2,23:11,8,14,6,9,2,5,6,7,1,-,2,1,-,2,-,-,-
Shermadini G.,TEN,22,5,3,26:54,7,7,7,7,-,-,8,9,-3,1,4,1,-,2,5,-,-
Huertas M.,TEN,20,4,5,24:28,6,11,6,9,-,2,8,9,6,1,3,3,1,3,-,-,-
Shurna J.,GRC,20,4,-,27:08,7,13,2,4,5,9,1,1,13,1,3,2,1,-,-,-,-
Slaughter A. J.,GRC,17,-,1,25:19,6,16,3,8,3,8,2,2,6,-,-,1,1,-,-,-,-
Happ E.,GRC,16,8,3,21:26,6,11,6,11,-,-,4,6,1,5,3,5,-,1,1,2,-
Lammers B.,GRC,11,6,-,18:34,5,5,5,5,-,-,1,1,-2,1,5,-,3,-,-,-,-
Abromaitis T.,TEN,9,2,-,26:33,3,5,1,1,2,4,1,2,-6,-,2,3,-,1,-,-,-
Sastre J.,TEN,8,1,-,21:49,3,4,1,2,2,2,-,-,-9,1,-,-,-,-,-,-,-
Brussino N.,GRC,7,4,7,33:29,2,7,2,3,-,4,3,3,2,1,3,3,1,2,-,-,-
Albicy A.,GRC,6,-,2,17:20,2,4,2,3,-,1,2,2,-8,-,-,4,-,-,-,1,-
Cook E.,TEN,6,3,1,22:33,3,4,3,3,-,1,-,-,17,2,1,3,-,-,-,-,-
Pelos P.,GRC,6,2,-,12:52,3,6,3,6,-,-,-,-,-14,1,1,2,-,-,-,-,-
Salvo M.,GRC,4,4,3,23:29,2,3,2,3,-,-,-,1,20,1,3,3,-,-,-,1,-
Bassas F.,GRC,3,-,1,11:03,1,4,1,3,-,1,1,2,-10,-,-,4,-,-,-,1,-
Fernandez J.,TEN,2,1,1,01:22,-,1,-,-,-,1,2,3,3,-,1,-,-,-,-,-,-
Guerra F.,TEN,2,6,1,12:50,1,1,1,1,-,-,-,-,7,2,4,4,-,1,-,-,-
Landesberg S.,GRC,2,-,-,09:20,1,4,1,4,-,-,-,-,-13,-,-,2,-,1,-,-,-
Doornekamp A.,TEN,-,3,-,15:08,-,5,-,-,-,5,-,-,-6,-,3,2,1,2,-,-,-
Fitipaldo B.,TEN,-,1,4,17:55,-,5,-,-,-,5,-,-,3,-,1,2,-,-,-,-,-
Salin S.,TEN,-,-,-,04:18,-,2,-,1,-,1,-,-,-9,-,-,1,-,-,-,1,-
Vicedo E.,TEN,-,2,-,02:59,-,1,-,-,-,1,-,-,1,-,2,-,-,-,-,-,-
