Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
York G.,BAS,27,2,5,32:38,9,15,2,3,7,12,2,2,-20,1,1,-,1,2,1,-,-
Bell-Haynes T.,ZAR,16,-,7,35:14,6,14,5,9,1,5,3,3,15,-,-,1,2,3,-,1,-
Sulejmanovic E.,ZAR,15,4,1,19:56,5,8,3,4,2,4,3,4,-5,1,3,3,-,-,1,-,-
Yusta S.,ZAR,15,3,6,21:56,5,9,1,2,4,7,1,2,17,-,3,4,3,-,1,-,-
Delany F.,ZAR,14,7,1,23:24,5,10,1,4,4,6,-,-,15,2,5,1,1,-,-,-,-
Martinez S.,BAS,10,4,4,33:54,3,8,-,1,3,7,1,2,-5,1,3,2,1,2,-,-,-
Djordjevic S.,BAS,8,5,-,16:05,2,3,2,3,-,-,4,4,-6,1,4,4,-,1,2,-,-
Goloman G.,BAS,8,3,-,13:56,2,4,2,3,-,1,4,4,1,-,3,3,-,1,-,-,-
Kravic D.,ZAR,8,2,-,13:21,4,6,4,6,-,-,-,-,-4,2,-,2,-,-,1,-,-
Smith M.,ZAR,8,6,2,30:08,4,14,4,9,-,5,-,-,12,1,5,-,2,3,-,3,-
Susinskas M.,BAS,7,-,1,21:41,1,4,-,2,1,2,4,4,-11,-,-,3,-,1,-,-,-
Colom Q.,BAS,5,6,7,23:23,2,5,1,1,1,4,-,-,-11,-,6,3,2,3,-,-,-
Marcos J.,BAS,5,4,3,24:26,2,6,1,2,1,4,-,-,9,1,3,-,-,1,-,1,-
McFadden T.,ZAR,5,-,-,11:56,1,4,-,-,1,4,2,2,-14,-,-,-,1,-,-,-,-
Vila Martinez E.,BAS,5,4,-,13:40,2,6,1,4,1,2,-,-,6,2,2,2,1,1,1,3,-
Gonzalez M.,ZAR,4,5,1,16:00,1,1,-,-,1,1,1,2,5,3,2,3,2,-,-,-,-
Watt M.,ZAR,4,5,3,23:19,1,5,1,5,-,-,2,2,14,4,1,4,1,1,2,1,-
Birch K.,BAS,2,1,-,09:11,1,1,1,1,-,-,-,-,-4,-,1,1,-,2,-,-,-
Caicedo M.,BAS,2,-,-,03:16,1,1,1,1,-,-,-,-,-4,-,-,1,-,-,-,-,-
Cuevas D.,ZAR,-,1,-,04:46,-,3,-,-,-,3,-,-,-5,-,1,-,-,1,-,-,-
Pons Y.,BAS,-,2,-,07:02,-,2,-,-,-,2,-,-,-4,1,1,1,-,1,1,-,-
Sorolla Menasanch J.,BAS,-,-,-,00:48,-,1,-,1,-,-,-,-,-1,-,-,-,-,-,-,1,-
