Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Hifi N.,PAR,27,2,2,23:21,6,12,-,-,3,8,12,14,4,-,2,3,2,1,-,-,-
Shorts T.,PAR,23,2,3,29:29,9,19,-,-,2,6,3,5,-5,2,-,4,1,3,-,-,-
Lee P.,LYO,22,1,4,29:22,5,12,-,-,2,6,10,11,-1,1,-,2,3,2,-,-,-
Lauvergne J.,LYO,15,7,1,22:33,5,10,-,-,-,1,5,6,-6,3,4,2,-,2,-,-,-
Luwawu-Cabarrot T.,LYO,14,3,2,25:41,5,7,-,-,1,3,3,4,-2,-,3,4,1,3,-,-,-
Lighty D.,LYO,12,4,1,29:18,5,7,-,-,2,4,-,-,1,2,2,4,1,1,-,-,-
Ward T.,PAR,12,3,1,31:27,5,9,-,-,2,4,-,-,3,-,3,2,1,1,1,-,-
Scott M.,LYO,9,3,1,16:29,3,6,-,-,1,2,2,2,3,2,1,4,-,1,-,-,-
Ngouama M.,PAR,8,1,1,10:23,3,5,-,-,2,3,-,-,1,1,-,3,-,1,-,-,-
Jackson E.,LYO,5,1,4,22:35,2,8,-,-,1,5,-,-,12,-,1,1,3,-,-,-,-
Jantunen M.,PAR,4,6,1,23:11,1,5,-,-,1,3,1,2,2,3,3,4,2,-,-,-,-
Malcolm C.,PAR,4,5,1,24:02,2,9,-,-,-,6,-,-,2,1,4,1,1,-,-,-,-
Ndiaye M.,LYO,4,9,5,26:39,2,5,-,-,-,2,-,-,11,2,7,2,-,2,2,-,-
Fall Y.,LYO,3,9,-,13:25,1,2,-,-,-,-,1,1,-1,2,7,-,1,2,-,-,-
Herrera S.,PAR,3,-,-,17:25,1,4,-,-,1,4,-,-,-11,-,-,2,-,2,-,-,-
Kratzer L.,PAR,2,2,-,18:05,1,2,-,-,-,-,-,-,3,-,2,3,1,-,-,-,-
Sy B.,PAR,2,1,-,08:33,-,1,-,-,-,1,2,2,-7,-,1,-,1,1,-,-,-
Kessens M.,PAR,-,2,2,08:11,-,1,-,-,-,-,-,-,-1,1,1,1,1,-,-,-,-
Shahrvin E.,PAR,-,-,-,05:53,-,1,-,-,-,-,-,-,-11,-,-,1,-,-,-,-,-
Yaacov N.,LYO,-,-,1,02:30,-,-,-,-,-,-,-,-,-1,-,-,1,-,2,-,-,-
