Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Taylor K.,UNI,18,3,4,26:29,6,11,5,8,1,3,5,5,19,-,3,3,2,2,-,-,-
Carter T.,UNI,17,1,1,23:18,5,11,2,5,3,6,4,4,-3,-,1,2,1,2,-,1,-
Badio B.,MAN,15,2,-,21:55,4,7,3,4,1,3,6,6,-15,2,-,1,-,1,-,-,-
Perry K.,UNI,15,2,5,22:24,5,7,2,3,3,4,2,2,22,-,2,1,3,-,-,-,-
Geben M.,MAN,14,7,-,17:25,5,8,3,5,2,3,2,2,-2,2,5,3,1,1,-,2,-
Williams T.,MAN,13,1,-,17:08,3,4,1,1,2,3,5,6,-8,-,1,3,-,2,-,-,-
Kravish D.,UNI,11,6,1,21:27,5,11,4,9,1,2,-,-,6,2,4,1,-,-,-,-,-
Robinson D.,MAN,11,7,1,24:08,4,12,3,7,1,5,2,3,-25,-,7,-,-,1,1,-,-
Ejim M.,UNI,9,5,1,26:53,4,8,3,4,1,4,-,-,16,1,4,3,1,-,-,1,-
Garcia D.,MAN,8,1,5,23:16,3,10,1,5,2,5,-,-,-1,-,1,3,-,-,-,-,-
Kalinoski T.,UNI,6,3,3,13:55,2,5,1,1,1,4,1,1,12,-,3,3,1,-,-,-,-
Taylor B.,MAN,5,-,4,14:12,2,4,1,1,1,3,-,-,1,-,-,2,-,1,-,-,-
Thomas W.,UNI,5,1,-,13:07,1,3,1,3,-,-,3,3,-5,-,1,2,-,-,1,-,-
Perez D.,MAN,4,1,-,14:32,2,7,2,5,-,2,-,-,-1,1,-,1,-,3,-,-,-
Sima Y.,UNI,4,4,-,15:09,2,6,2,5,-,1,-,2,5,2,2,3,-,-,1,1,-
Diaz A.,UNI,3,3,2,18:54,1,3,-,-,1,3,-,-,-9,1,2,-,1,1,-,-,-
Sagnia M.,MAN,3,4,1,14:20,1,2,1,2,-,-,1,2,-6,2,2,1,1,1,1,-,-
Steinbergs M.,MAN,2,2,-,18:33,1,5,1,1,-,4,-,-,4,1,1,1,-,-,-,-,-
Vaulet J.,MAN,2,5,-,14:37,-,1,-,1,-,-,2,2,-3,1,4,3,-,1,-,-,-
Barreiro J.,UNI,-,2,1,08:45,-,1,-,-,-,1,-,-,-1,1,1,2,-,1,-,-,-
Djedovic N.,UNI,-,1,-,06:15,-,2,-,-,-,2,-,-,-7,-,1,-,-,1,-,-,-
Lima A.,UNI,-,1,1,03:24,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Mawugbe S.,MAN,-,2,-,07:41,-,2,-,2,-,-,-,-,-,1,1,1,-,2,1,-,-
Oriola P.,MAN,-,3,1,12:13,-,-,-,-,-,-,-,-,1,1,2,1,-,1,-,-,-
