Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Huertas M.,TEN,22,4,2,31:48,-,-,6,8,1,2,7,7,1,10,7,1,2,6,4,-,-
Carter T.,UNI,14,2,2,21:16,-,-,5,6,-,3,4,4,3,9,5,-,-,2,2,6,-
Shermadini G.,TEN,14,7,6,23:47,-,-,6,7,-,-,2,2,-,7,6,-,1,3,2,-,-
Abromaitis T.,TEN,12,4,4,28:29,-,-,5,5,-,4,2,4,5,9,5,-,-,1,-,6,-
Kalinoski T.,UNI,12,-,-,16:58,-,-,-,-,4,7,-,-,2,7,4,-,-,-,1,-,-
Perry K.,UNI,11,1,1,19:39,-,-,2,5,2,4,1,1,3,9,4,-,-,3,1,5,-
Osetkowski D.,UNI,10,4,4,20:54,-,-,3,3,-,5,4,4,2,8,3,-,-,2,-,2,-
Cook E.,TEN,9,7,6,17:30,-,-,1,1,1,1,4,4,4,2,2,-,1,2,2,-,-
Sastre J.,TEN,9,5,5,24:13,-,-,1,2,2,5,1,1,4,7,3,-,-,1,-,-,-
Barreiro J.,UNI,8,-,-,12:29,-,-,1,1,2,3,-,-,1,4,3,-,-,2,-,-,-
Ejim M.,UNI,8,-,-,15:54,-,-,3,4,-,2,2,2,3,6,3,-,-,-,-,-,-
Guerra F.,TEN,7,4,2,13:24,-,-,2,4,-,-,3,6,1,4,2,1,2,2,1,-,-
Djedovic N.,UNI,6,-,-,15:29,-,-,1,1,1,3,1,1,-,4,2,-,-,1,1,-,-
Fitipaldo B.,TEN,6,4,2,26:28,-,-,2,6,-,2,2,2,1,8,2,1,2,4,1,-,-
Thomas W.,UNI,6,5,4,14:59,-,-,1,2,-,-,4,5,4,2,1,1,1,1,-,2,-
Vicedo E.,TEN,6,2,2,15:01,-,-,1,1,1,2,1,2,2,3,2,-,-,-,-,2,-
Diaz A.,UNI,4,-,-,20:21,-,-,2,3,-,3,-,-,-,6,2,-,-,2,-,-,-
Kravish D.,UNI,3,4,4,14:45,-,-,-,-,1,2,-,-,2,2,1,-,-,3,-,-,-
Salin S.,TEN,2,1,1,08:57,-,-,1,1,-,1,-,-,1,2,1,-,-,-,1,-,-
Sima Y.,UNI,2,1,-,13:28,-,-,1,3,-,-,-,-,1,3,1,1,1,2,-,-,-
Taylor K.,UNI,2,3,2,13:48,-,-,1,3,-,1,-,-,3,4,1,-,1,1,1,-,-
Diop I.,TEN,-,-,-,02:42,-,-,-,2,-,-,-,-,1,2,-,-,-,-,1,-,-
Lopez A.,TEN,-,-,-,07:41,-,-,-,-,-,1,-,-,1,1,-,-,-,1,1,-,-
