g_3_KS37FCO8,0-2
g_3_KS37FCO8,0-4
g_3_KS37FCO8,1-4
g_3_KS37FCO8,2-4
g_3_KS37FCO8,3-4
g_3_KS37FCO8,4-4
g_3_KS37FCO8,4-6
g_3_KS37FCO8,5-6
g_3_KS37FCO8,6-6
g_3_KS37FCO8,7-6
g_3_KS37FCO8,8-6
g_3_KS37FCO8,8-8
g_3_KS37FCO8,10-8
g_3_KS37FCO8,12-8
g_3_KS37FCO8,12-10
g_3_KS37FCO8,14-10
g_3_KS37FCO8,14-11
g_3_KS37FCO8,17-11
g_3_KS37FCO8,17-14
g_3_KS37FCO8,18-14
g_3_KS37FCO8,19-14
g_3_KS37FCO8,21-14
g_3_KS37FCO8,22-14
g_3_KS37FCO8,23-14
g_3_KS37FCO8,23-16
g_3_KS37FCO8,23-18
g_3_KS37FCO8,25-18
g_3_KS37FCO8,25-19
g_3_KS37FCO8,25-20
