Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Risacher Z.,JLB,21,8,1,31,-,-,6,8,2,4,3,5,28,2,6,3,2,2,-,-,-
Okobo E.,MON,16,3,5,26,-,-,3,5,1,7,7,8,-3,-,3,3,1,3,-,-,-
Blossomgame J.,MON,14,2,-,26,-,-,5,6,-,4,4,4,-14,-,2,2,2,1,-,-,-
Kokila K.,JLB,11,4,1,19,-,-,5,6,-,-,1,1,7,3,1,3,-,-,1,1,-
Loyd J.,MON,11,3,1,29,-,-,2,3,1,6,4,4,-18,-,3,3,-,3,-,-,-
Lewis J.,JLB,10,1,3,23,-,-,1,3,2,5,2,2,17,-,1,3,1,3,-,-,-
Massa B.,JLB,10,4,-,21,-,-,5,8,-,-,-,-,3,1,3,4,1,1,-,-,-
Salash M.,JLB,9,2,1,20,-,-,3,7,-,-,3,4,13,-,2,1,-,-,-,1,-
Strazel M.,MON,9,3,4,25,-,-,1,3,1,4,4,4,1,1,2,4,-,2,-,-,-
Diallo A.,MON,8,6,4,31,-,-,3,5,-,-,2,4,-3,3,3,3,1,1,-,-,-
Brown B.,JLB,7,3,1,23,-,-,1,1,1,2,2,3,3,-,3,2,-,2,-,-,-
Brown J.,MON,6,3,-,10,-,-,3,7,-,-,-,-,6,3,-,4,1,1,1,1,-
Hall D.,MON,6,7,1,27,-,-,3,5,-,-,-,-,-16,3,4,1,1,1,1,-,-
Benitez H.,JLB,5,1,4,17,-,-,1,3,-,3,3,3,-9,-,1,1,-,1,-,-,-
Julien A.,JLB,5,-,2,17,-,-,1,1,1,2,-,-,7,-,-,3,1,-,-,-,-
Mike I.,JLB,5,2,-,20,-,-,2,3,-,2,1,2,-3,-,2,3,2,-,-,-,-
Cornelie P.,MON,3,3,-,13,-,-,-,-,1,3,-,-,8,1,2,2,-,1,-,-,-
Courby M.,JLB,-,1,-,4,-,-,-,-,-,1,-,2,-10,-,1,-,-,-,-,-,-
Ouattara Y.,MON,-,-,-,12,-,-,-,-,-,2,-,-,-11,-,-,1,1,-,-,-,-
Rowland E.,JLB,-,-,1,5,-,-,-,1,-,-,-,-,-6,-,-,1,-,-,-,-,-
