Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Fitipaldo B.,TEN,24,-,4,28:59,9,11,3,4,6,7,-,-,-11,-,-,4,1,3,-,1,-
Guy K.,TEN,23,6,3,27:05,7,17,4,8,3,9,6,8,-7,1,5,3,-,3,-,-,-
Feliz A.,JOV,17,4,3,22:15,6,11,5,6,1,5,4,5,6,1,3,-,2,1,-,-,-
Vives G.,JOV,17,3,1,22:53,3,3,-,-,3,3,8,10,9,-,3,4,-,-,-,-,-
Brodziansky V.,JOV,13,4,1,23:30,5,8,3,5,2,3,1,1,12,-,4,1,1,-,1,-,-
Abromaitis T.,TEN,11,2,-,25:55,4,8,1,2,3,6,-,-,-8,-,2,3,1,-,1,1,-
Ruzic M.,JOV,11,-,2,19:55,5,10,4,6,1,4,-,2,-6,-,-,4,-,-,1,-,-
Tomic A.,JOV,10,10,6,20:02,4,8,4,8,-,-,2,3,11,2,8,2,-,2,-,1,-
Busquets J.,JOV,9,3,1,24:00,3,9,-,2,3,7,-,-,13,1,2,2,1,-,-,-,-
Huertas M.,TEN,9,-,2,16:04,2,6,1,4,1,2,4,4,-12,-,-,2,-,1,-,1,-
Guerra F.,TEN,8,5,1,19:50,4,5,4,5,-,-,-,-,-19,1,4,4,-,2,-,-,-
Diop I.,TEN,7,6,1,17:52,3,3,3,3,-,-,1,1,6,-,6,4,1,2,-,-,-
Kraag Y.,JOV,7,8,1,23:45,3,5,3,4,-,1,1,7,-12,4,4,1,2,1,-,-,-
Evans S.,JOV,5,-,7,15:34,1,4,-,-,1,4,2,2,8,-,-,-,2,1,-,-,-
Prey R.,JOV,5,1,-,07:35,2,2,2,2,-,-,1,2,-4,1,-,-,-,1,1,-,-
Cook E.,TEN,3,3,4,25:09,1,4,1,3,-,1,1,2,15,2,1,3,-,1,-,-,-
Vicedo E.,TEN,3,9,2,16:23,1,5,-,2,1,3,-,-,5,2,7,2,2,1,-,-,-
Andrews A.,JOV,2,-,1,16:03,-,3,-,1,-,2,2,3,5,-,-,3,-,-,-,-,-
Allen M.,JOV,-,-,-,04:00,-,-,-,-,-,-,-,-,-1,-,-,1,-,-,-,-,-
Lopez A.,TEN,-,3,1,07:52,-,2,-,1,-,1,-,-,14,-,3,1,1,-,-,-,-
Lopez K.,JOV,-,-,-,00:28,-,-,-,-,-,-,-,-,-1,-,-,-,-,1,-,-,-
Sastre J.,TEN,-,1,-,14:51,-,2,-,-,-,2,-,-,-23,-,1,1,-,-,1,-,-
