Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
York G.,BAS,26,2,5,24:27,8,16,2,3,6,13,4,4,7,-,2,4,-,2,-,-,-
Tomic A.,JOV,22,6,4,23:21,8,11,8,11,-,-,6,7,4,-,6,1,-,-,2,-,-
Feliz A.,JOV,16,4,3,20:04,7,10,7,9,-,1,2,2,5,1,3,1,-,1,-,-,-
Marcos J.,BAS,16,3,7,30:28,6,20,3,12,3,8,1,2,-4,-,3,1,1,2,-,-,-
Fjellerup M.,BAS,11,4,-,16:56,5,10,4,8,1,2,-,-,-3,1,3,2,1,-,-,2,-
Andrews A.,JOV,10,1,3,27:29,3,11,2,6,1,5,3,3,-2,-,1,2,1,2,-,1,-
Brodziansky V.,JOV,9,2,2,18:10,3,5,2,2,1,3,2,3,5,-,2,1,2,-,-,-,-
Evans S.,JOV,9,3,1,17:29,3,8,1,3,2,5,1,1,2,-,3,2,-,2,-,-,-
Ruzic M.,JOV,9,7,-,21:58,3,6,1,2,2,4,1,2,1,2,5,-,1,-,-,-,-
Martinez S.,BAS,8,4,-,28:51,3,5,1,2,2,3,-,-,-13,3,1,3,1,-,-,-,-
Birch K.,BAS,7,7,1,22:45,3,7,3,7,-,-,1,2,-2,4,3,5,1,1,-,-,-
Cook T.,JOV,7,3,1,12:42,3,3,3,3,-,-,1,2,-4,1,2,4,1,1,-,-,-
Vives G.,JOV,7,-,5,19:29,2,4,1,2,1,2,2,2,-,-,-,3,-,1,-,-,-
Susinskas M.,BAS,6,1,1,16:01,2,3,-,-,2,3,-,-,-1,-,1,1,1,-,-,-,-
Busquets J.,JOV,5,2,-,09:23,2,3,1,1,1,2,-,-,3,2,-,2,-,-,-,-,-
Pons Y.,BAS,5,5,-,23:10,2,4,1,1,1,3,-,-,1,-,5,2,1,2,1,-,-
Djordjevic S.,BAS,4,3,1,07:08,2,3,2,3,-,-,-,-,-2,2,1,2,-,-,-,-,-
Iroegbu I.,BAS,3,-,-,08:18,1,2,-,-,1,2,-,-,-1,-,-,1,-,4,-,-,-
Ribas P.,JOV,2,1,-,09:43,1,3,1,2,-,1,-,-,-2,1,-,1,-,1,-,-,-
Sorolla Menasanch J.,BAS,2,-,-,09:44,1,2,1,2,-,-,-,-,-1,-,-,1,-,-,-,-,-
Vila Martinez E.,BAS,2,3,-,07:04,1,1,1,1,-,-,-,-,-5,2,1,-,-,-,-,-,-
Colom Q.,BAS,-,2,2,05:08,-,2,-,-,-,2,-,-,-6,-,2,-,-,-,-,-,-
Kraag Y.,JOV,-,3,-,16:38,-,2,-,2,-,-,-,-,13,-,3,-,-,-,-,-,-
Prey R.,JOV,-,1,-,03:34,-,-,-,-,-,-,-,-,5,-,1,1,-,-,-,-,-
