Home Score,Category,Away Score
15,Field Goals Attempted,23
8,Field Goals Made,11
53.3%,Field Goals %,47.8%
7,2-Point Field G. Attempted,12
6,2-Point Field Goals Made,3
85.7%,2-Point Field Goals %,25%
8,3-Point Field G. Attempted,11
2,3-Point Field Goals Made,8
25%,3-Point Field Goals %,72.7%
9,Free Throws Attempted,4
9,Free Throws Made,4
100%,Free Throws %,100%
1,Offensive Rebounds,5
6,Defensive Rebounds,6
7,Total Rebounds,11
5,Assists,6
0,Blocks,0
2,Turnovers,2
0,Steals,1
6,Personal Fouls,7
