g_3_ncp0tYiA,61-53
g_3_ncp0tYiA,61-54
g_3_ncp0tYiA,61-55
g_3_ncp0tYiA,62-55
g_3_ncp0tYiA,62-57
g_3_ncp0tYiA,63-57
g_3_ncp0tYiA,63-58
g_3_ncp0tYiA,63-59
g_3_ncp0tYiA,63-61
g_3_ncp0tYiA,65-61
g_3_ncp0tYiA,66-61
g_3_ncp0tYiA,67-61
g_3_ncp0tYiA,67-63
g_3_ncp0tYiA,68-63
g_3_ncp0tYiA,69-63
g_3_ncp0tYiA,72-63
g_3_ncp0tYiA,74-63
g_3_ncp0tYiA,74-65
g_3_ncp0tYiA,76-65
g_3_ncp0tYiA,76-66
g_3_ncp0tYiA,76-67
g_3_ncp0tYiA,78-67
g_3_ncp0tYiA,81-67
g_3_ncp0tYiA,81-70
g_3_ncp0tYiA,82-70
g_3_ncp0tYiA,84-70
g_3_ncp0tYiA,84-71
g_3_ncp0tYiA,84-72
g_3_ncp0tYiA,85-72
g_3_ncp0tYiA,86-72
g_3_ncp0tYiA,86-75
g_3_ncp0tYiA,86-78
g_3_ncp0tYiA,88-78
g_3_ncp0tYiA,88-80
g_3_ncp0tYiA,89-80
g_3_ncp0tYiA,90-80
