Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Blossomgame J.,MON,21,5,1,30,-,-,4,8,2,4,7,8,16,1,4,2,-,2,1,-,-
Risacher Z.,JLB,17,6,-,30,-,-,2,5,3,6,4,5,-4,-,6,1,-,1,1,3,-
Mike I.,JLB,15,5,3,29,-,-,3,7,3,6,-,-,10,1,4,2,1,-,1,-,-
Okobo E.,MON,15,5,5,22,-,-,5,8,-,2,5,7,3,-,5,2,-,-,-,-,-
Brown B.,JLB,12,-,-,18,-,-,3,3,2,5,-,-,6,-,-,3,-,2,-,-,-
Diallo A.,MON,12,4,1,25,-,-,1,2,2,3,4,4,-1,2,2,1,1,2,-,-,-
Hall D.,MON,12,9,-,26,-,-,6,8,-,-,-,1,3,3,6,3,1,-,3,-,-
Massa B.,JLB,12,6,1,23,-,-,5,5,-,-,2,2,1,1,5,4,-,1,-,-,-
James M.,MON,8,3,2,25,-,-,1,5,2,5,-,-,10,-,3,3,1,1,-,-,-
Ouattara Y.,MON,7,2,-,14,-,-,2,2,1,2,-,-,-6,2,-,2,1,-,-,-,-
Kokila K.,JLB,6,6,-,17,-,-,-,-,-,-,6,6,-5,2,4,2,-,1,-,-,-
Lewis J.,JLB,6,2,2,24,-,-,-,2,2,3,-,-,-11,-,2,2,1,1,-,-,-
Rowland E.,JLB,6,-,1,12,-,-,3,4,-,1,-,-,1,-,-,4,-,-,-,1,-
Brown J.,MON,4,4,2,18,-,-,1,3,-,-,2,4,-,2,2,3,-,2,-,-,-
Benitez H.,JLB,3,5,2,16,-,-,-,1,1,5,-,-,7,-,5,3,-,1,-,-,-
Strazel M.,MON,3,-,2,12,-,-,-,1,1,3,-,-,-7,-,-,4,1,2,-,-,-
Cornelie P.,MON,2,2,-,5,-,-,-,-,-,2,2,2,-8,1,1,1,-,-,-,-,-
Julien A.,JLB,2,-,6,20,-,-,1,2,-,4,-,2,-11,-,-,3,1,2,-,-,-
Salash M.,JLB,2,-,1,5,-,-,1,2,-,-,-,-,-9,-,-,1,-,-,-,-,-
Loyd J.,MON,1,3,4,24,-,-,-,5,-,3,1,2,10,1,2,3,1,-,-,2,-
Courby M.,JLB,-,-,-,5,-,-,-,-,-,1,-,-,-5,-,-,-,-,1,-,-,-
