Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Nakic T.,BRE,16,2,1,20:14,6,7,2,2,4,5,-,-,19,1,1,2,-,1,-,-,-
Huertas M.,TEN,14,3,3,21:46,5,13,4,10,1,3,3,3,-10,-,3,2,1,-,-,1,-
Polite A.,BRE,10,3,-,23:41,4,5,2,2,2,3,-,-,-2,1,2,-,-,-,1,-,-
Fernandez J.,BRE,9,5,1,15:03,3,6,2,4,1,2,2,4,7,-,5,4,-,1,1,1,-
Garcia S.,BRE,9,3,6,20:42,3,9,2,6,1,3,2,2,12,1,2,-,-,2,-,-,-
McLemore B.,BRE,9,2,2,23:28,4,9,3,5,1,4,-,1,-,-,2,3,2,4,1,-,-
Guerra F.,TEN,8,6,-,17:44,3,6,3,6,-,-,2,3,-24,3,3,4,-,6,-,-,-
Robinson J.,BRE,8,2,1,18:21,4,9,4,5,-,4,-,-,12,-,2,4,1,1,-,-,-
Sakho J.,BRE,7,9,2,22:19,3,4,3,4,-,-,1,2,19,4,5,3,1,1,1,-,-
Diop I.,TEN,6,6,-,15:04,1,3,1,3,-,-,4,4,-1,3,3,5,1,2,1,1,-
Fitipaldo B.,TEN,6,1,1,20:20,2,6,1,3,1,3,1,2,-19,-,1,2,1,2,-,-,-
Abromaitis T.,TEN,5,4,1,27:44,2,10,1,5,1,5,-,-,-19,1,3,2,1,-,-,2,-
Guy K.,TEN,5,2,1,18:41,2,8,1,3,1,5,-,-,-11,-,2,3,-,2,-,-,-
Jogela M.,BRE,5,6,1,19:23,2,5,1,3,1,2,-,-,20,1,5,3,-,1,1,-,-
Cook E.,TEN,4,1,1,21:36,1,2,-,1,1,1,1,2,-6,1,-,2,-,1,-,-,-
Shermadini G.,TEN,4,1,-,05:22,1,1,1,1,-,-,2,2,-2,1,-,-,-,1,-,-,-
Momirov S.,BRE,3,2,-,26:27,1,6,-,1,1,5,-,-,33,-,2,2,-,-,-,-,-
Lopez A.,TEN,2,1,-,14:21,-,-,-,-,-,-,2,2,6,-,1,-,-,-,-,-,-
Quintela S.,BRE,-,-,-,07:44,-,-,-,-,-,-,-,-,-6,-,-,2,-,1,-,-,-
Riga L.,TEN,-,1,-,01:24,-,-,-,-,-,-,-,-,-3,-,1,-,-,-,-,-,-
Sajus M.,BRE,-,1,-,02:38,-,-,-,-,-,-,-,2,-4,1,-,1,-,-,-,-,-
Sastre J.,TEN,-,4,1,21:52,-,4,-,1,-,3,-,-,-21,-,4,-,3,-,-,1,-
Vicedo E.,TEN,-,1,2,14:06,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
