Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Huertas M.,TEN,20,2,8,32:23,7,15,5,8,2,7,4,4,5,1,1,2,-,2,-,-,-
Abromaitis T.,TEN,13,4,2,30:55,5,8,2,4,3,4,-,-,-2,1,3,1,1,-,2,1,-
Perez D.,MAN,13,-,5,17:27,5,9,2,3,3,6,-,-,-2,-,-,3,1,2,-,1,-
Geben M.,MAN,12,6,1,17:11,5,7,4,5,1,2,1,2,-4,3,3,3,-,2,1,-,-
Guy K.,TEN,12,1,-,16:22,3,9,2,6,1,3,5,9,-3,1,-,2,-,1,-,-,-
Guerra F.,TEN,11,8,2,24:34,4,6,4,6,-,-,3,4,7,3,5,2,2,1,1,1,-
Robinson D.,MAN,11,2,1,26:05,5,11,5,11,-,-,1,1,5,-,2,2,-,1,1,-,-
Oriola P.,MAN,10,9,-,20:35,4,7,4,6,-,1,2,4,3,2,7,2,-,1,-,1,-
Williams T.,MAN,9,1,3,17:51,3,6,2,3,1,3,2,5,-2,1,-,4,-,1,-,-,-
Fitipaldo B.,TEN,8,1,2,24:52,2,9,1,1,1,8,3,3,4,-,1,3,1,-,-,-,-
Vaulet J.,MAN,8,6,-,21:36,3,6,1,4,2,2,-,-,6,3,3,1,1,-,-,1,-
Sastre J.,TEN,7,2,1,24:42,3,5,2,2,1,3,-,-,4,1,1,4,1,-,-,-,-
Badio B.,MAN,6,2,3,21:14,3,9,3,6,-,3,-,-,-,-,2,2,-,3,-,1,-
Taylor B.,MAN,6,-,2,11:07,2,5,-,-,2,5,-,-,-3,-,-,3,-,1,-,-,-
Diop I.,TEN,5,3,-,14:59,2,2,2,2,-,-,1,1,-5,-,3,1,1,-,1,-,-
Garcia D.,MAN,5,4,7,14:08,1,5,-,2,1,3,2,2,1,3,1,2,-,1,-,-,-
Cook E.,TEN,3,3,1,15:13,1,3,1,1,-,2,1,2,-,1,2,1,2,2,2,-,-
Lopez A.,TEN,3,-,-,06:23,1,3,-,1,1,2,-,-,2,-,-,-,-,-,-,-,-
Vicedo E.,TEN,2,4,-,09:37,1,3,1,2,-,1,-,-,8,1,3,1,-,-,-,-,-
Mawugbe S.,MAN,-,-,-,02:14,-,-,-,-,-,-,-,-,-3,-,-,-,-,-,-,-,-
Sagnia M.,MAN,-,8,-,16:37,-,3,-,3,-,-,-,-,-12,3,5,2,1,1,1,1,-
Steinbergs M.,MAN,-,1,-,13:55,-,2,-,1,-,1,-,-,-9,1,-,-,-,-,-,1,-
