Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Abalde A.,REA,14,2,4,25:48,5,6,3,3,2,3,2,2,12,-,2,2,-,1,-,-,-
Dime M.,GRA,14,1,2,22:39,6,7,6,7,-,-,2,2,-2,-,1,5,-,-,2,-,-
Musa D.,REA,14,-,1,14:44,5,8,4,4,1,4,3,3,15,-,-,-,2,1,1,-,-
Ndiaye E. J.,REA,13,5,-,25:29,4,6,1,2,3,4,2,2,-,-,5,1,-,1,1,-,-
Felicio C.,GRA,12,3,-,17:21,6,7,6,7,-,-,-,-,-12,1,2,1,1,1,-,1,-
Poirier V.,REA,11,4,-,23:09,3,3,3,3,-,-,5,6,-1,-,4,3,1,-,1,-,-
Wiley J.,GRA,11,2,-,14:53,3,3,-,-,3,3,2,2,11,-,2,-,-,2,-,-,-
Cheatham K.,GRA,10,5,-,25:07,4,15,2,7,2,8,-,-,-25,2,3,1,1,2,-,-,-
Hezonja M.,REA,10,4,-,14:12,3,6,2,3,1,3,3,3,2,-,4,2,-,1,-,-,-
Llull S.,REA,10,1,4,12:17,4,6,2,2,2,4,-,-,8,-,1,1,-,-,-,-,-
Tavares E.,REA,10,9,2,16:51,3,3,3,3,-,-,4,4,15,1,8,-,1,1,3,-,-
Bamforth S.,GRA,9,5,3,23:08,4,10,3,6,1,4,-,-,-17,3,2,2,1,1,-,1,-
Rousselle J.,GRA,9,2,6,18:47,3,5,1,2,2,3,1,2,2,-,2,1,2,-,-,1,-
Valtonen E.,GRA,6,1,-,24:01,2,6,1,2,1,4,1,2,-1,-,1,2,1,-,-,-,-
Causeur F.,REA,5,3,4,25:16,2,6,1,3,1,3,-,-,-1,1,2,2,1,2,1,1,-
Tomas P.,GRA,5,5,1,13:42,2,2,1,1,1,1,-,-,3,3,2,1,1,-,-,-,-
Yabusele G.,REA,5,1,1,14:31,1,3,-,1,1,2,2,2,14,-,1,2,-,-,-,-,-
Costa Martinez L.,GRA,4,1,10,21:13,-,8,-,4,-,4,4,4,-16,-,1,2,1,3,-,1,-
Campazzo F.,REA,2,1,5,14:17,1,3,1,3,-,-,-,-,13,-,1,1,-,3,-,-,-
Alocen C.,REA,-,1,2,13:26,-,4,-,1,-,3,-,-,-7,1,-,3,-,4,-,-,-
Kramer D.,GRA,-,-,1,19:09,-,8,-,3,-,5,-,-,-13,-,-,4,1,-,-,3,-
