date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
05.05.2024 12:30,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,Granada,https://static.flashscore.com/res/image/data/EeaYuYjl-CIm09OR2.png,94,80,94,22,29,26,17,,80,19,23,15,23,
